"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PEPTIDOGLYCANSYN-PWY"	13423.2462953536	7384.08784175959	12389.1349011995	11105.0673555435	11561.0969821834	16534.6356666173	8892.43917809772	7545.67652396021	12475.5725126982	7052.83268418209	6074.0885102444	7391.25253296583	7453.93026369202	8791.30133311405	7327.95407593303	9833.17754146085	9354.47108924587	10947.4914730104	9693.88557639836	10515.4680623714	8201.01174524027	18877.1502696176	5693.70544166585	6117.42196302554	7804.90751407725	7609.79466049693	13217.2924441009	13581.0866386668	12625.8621554755	7968.02820398487	6973.25862256003	8360.66601453955	8020.34653713336
"PHOSLIPSYN-PWY"	12435.2389764931	7119.09657732543	12280.2321069934	10706.000657117	11380.8530149464	16426.0159826751	8100.37266657555	7149.48147265297	13847.0912936902	6526.18982526396	5828.54679723835	6977.15829659141	7411.75260361718	8951.09868230554	7390.48468081953	9543.08025618231	9472.91634230955	10924.702278694	9356.89835973683	10350.2089692558	7687.46993228988	18579.5010950378	5343.93756100339	6356.7293656269	7540.9812927657	6248.20516714991	13584.9552095528	13351.7691942712	12536.0438546097	7773.29841806419	6917.08166810973	8091.49193214317	7663.89996553792
"POLYAMINSYN3-PWY"	184.769031237661	109.112450689537	563.56020250275	408.626888169213	339.937477623334	354.119354471423	321.849943280343	254.328307377611	148.114338335722	178.678963629407	131.752527393365	248.479011696524	537.111709770548	74.9078248298126	166.54582796218	343.142700708876	273.02679853916	358.394908579424	381.658836295639	171.737354931042	285.564772766437	991.891810563027	122.944025937678	178.662325961677	155.747414953477	337.782245388377	396.278835969827	562.691613237516	723.486523138063	327.885049739392	327.450647280427	418.263593424276	337.726552505491
"POLYAMSYN-PWY"	208.77004783143	129.632305789641	708.168892433005	452.646287836372	348.816009017195	808.50183606972	334.961905290733	253.445649467353	286.437401186827	384.129278265995	205.005486721931	411.277444904809	615.820946513627	157.36735761673	270.633542877574	393.841867944845	419.153334488639	590.79363383493	488.367488129041	467.00471377967	541.989194118003	1352.19766281941	162.181107174351	214.874719778473	388.234406736956	381.77832045348	464.108024732934	955.040591947684	719.940484504022	701.048047682873	343.186096435881	441.355348439845	349.958570641656
"POLYISOPRENSYN-PWY"	9465.92703029562	5869.33652177014	7645.33993319897	8031.65380279805	8606.45713161199	12667.1429875459	6469.08576620768	5580.20143880399	5428.47274663953	4775.51271745397	4851.70088055202	5336.96671601191	5037.28929646765	6273.10500578172	5245.6827675446	6738.53299362261	5586.4314950175	6051.35142547841	5995.41762042017	7885.85545144149	5308.11442025498	11417.8322060868	4182.19349406492	3643.51633719533	5559.52777838073	5631.17264577339	9732.82338914606	8279.8342983754	11183.9013979224	5675.56617073003	4735.20863314651	5175.94906470866	4969.02691542342
"PPGPPMET-PWY"	0	0	12.1453492185533	0	44.931500493034	0	0	0	19.9888545762029	0	0	0	0	5.59880831714227	0	7.49766848004926	14.9900797657435	0	0	0	0	7.49870590333995	0	0	2.49957920857847	0	0	9.99686649885964	123.659486031347	0	0	0	17.485667463669
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	6.39879731180396	0	24.7826145359033	0	0	102.494185028961	0	0	0	0	1.99964897870354	0	0	1.0719609592658	0	0	0	0	0	0	0	0	0	0	1.5999024540429	0	0	0	0	0	0	0	0
"PRPP-PWY"	2767.86963024786	1298.85659620229	4334.96849806788	2660.70097868144	2771.38859352378	4899.78311173031	2974.32787228603	3550.99860458661	4366.96380265592	2610.82535814334	1311.43065914407	1797.79381396576	3087.36252388705	3304.51277551098	1073.65998453113	2094.830489962	2113.63948071916	3106.43513018777	2463.36459446383	1868.54059898455	2821.41887471189	5075.92354416296	1440.80270383768	1177.1836971967	1305.94356008465	3004.42634891056	2827.10683397798	4131.85289010399	9230.32537339953	2922.38848460458	1493.83938492284	2748.68392623133	2318.28473675321
"PWY-1269"	5341.83371491584	1396.90485303545	3479.8411529088	2798.785794218	2088.40976747263	3232.39584881733	3862.07968699454	2424.23368071975	1387.02195589346	2608.3012919111	1350.30699791446	2145.94128917942	1793.66566597044	1659.6046808318	1296.65744169054	2240.39576357989	1941.56568445245	2750.25814594756	2638.99926722134	2130.12863906137	2733.06439334878	5591.78766046281	1673.04219087077	1048.01496905596	3359.81832663421	3683.9557685356	1653.46118949164	4111.13561973888	8373.65099712995	1922.1509010719	1618.60947687296	2350.74671145772	2472.28430340336
"PWY-1422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-1541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-1861"	1077.64586583869	1119.47592713476	2597.72682856729	1641.07913264806	1618.08227190495	2947.21442511634	1779.69686433754	1723.75217016737	2035.61229367897	809.098625371501	841.491070993215	927.575908795154	1167.36795282374	423.648114095398	2381.93425255298	1506.5679759996	2415.8437085161	2977.53049467737	2471.47683951755	1794.89980207358	1650.13296157195	8012.61211912404	858.705938402979	2164.29041016846	3543.17992068565	3471.2527941424	2465.15473059148	3656.80628546148	4820.50606023962	1675.35633015512	2599.60753972449	1434.46212690654	1125.26178777549
"PWY-2941"	4738.816606116	5989.99668961368	6736.81855118892	8341.06907828088	8396.56382883343	12779.7232528969	5575.07291247746	5696.27026153219	5545.15903131641	2604.1350512063	4715.92771022053	4748.83321421274	4317.43952195573	5817.77269770902	5322.56117731803	6223.00868517298	5421.49156288411	4996.52322166935	6195.61301517676	8112.95295172192	3796.35532603379	10954.9189926463	3681.34720189166	3279.70513280214	4149.4022448444	5487.29220453797	10305.8381397529	7987.9170476134	4555.94969288433	5198.0771852279	4995.91968731776	4834.14897530415	4329.11406456075
"PWY-2942"	13233.878712596	7126.41251800899	12447.5876391851	11313.9883303122	11061.5597234823	16008.6488842733	8836.49914918049	7624.18559104866	13035.0800840137	6566.75660968079	5718.26146617569	6990.33958767263	7050.30631203417	8376.12577314262	7375.15631193548	9481.08841864656	9562.7580230392	11136.1671705874	10023.9662724694	10366.8438733539	7611.30762444118	19978.9901815513	5299.65272638814	6236.74818709211	7954.60171202181	7627.72135192129	13320.3001769924	14589.0523695513	14481.8903828479	7668.45596713693	7297.11455883888	8480.6003504329	8335.79375362079
"PWY-3001"	12506.5812280154	4552.94698791237	11048.8965990792	8565.70526885806	7681.81995770797	11625.7732917923	7364.65445829967	5694.28518648448	11942.3172493661	6248.06039066294	4066.18310397942	5502.17209242572	5608.1503503683	6070.54460139844	5600.67699145312	6890.42348941342	8387.81456233594	9325.43659099961	8287.13402368637	7862.83355154673	6554.83024124408	17885.633050029	4098.1970325422	4991.4508660609	7622.97289074253	6882.91256304884	10284.3477363384	13115.8189522393	14354.8251096831	5961.98492434116	6073.99937226461	7139.71901721768	7284.49178522067
"PWY-3661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-3781"	179.098689499562	15.9745820684566	2772.90967955495	502.436659359268	154.39195541369	6522.04511607142	75.7838310651319	367.731486396104	245.45704589616	99.3890456689531	39.3331496621479	305.932764873375	55.7643655016394	62.3429229505896	55.6884894673831	121.184768116159	410.929972274879	759.162481661526	570.365699918556	122.964508216406	289.176854161418	1306.86832126362	107.031518983968	263.311360524687	3953.85427422897	188.414698631533	501.122597855636	795.00007600918	675.411700660442	79.5141426541584	302.920892972638	263.604450728129	144.782653308411
"PWY-4984"	927.237406451785	513.451355245209	2577.27508378716	667.323430811618	1416.29571791216	3024.49429817337	1726.82970104579	789.728419605685	614.346595754606	463.490681858982	885.667444287907	1001.42405162028	660.544104703165	2246.00205375895	612.70857656519	1889.71961680068	442.614338885555	1529.22893928911	619.711752578647	1072.59511372903	778.178991854577	1737.03032504471	824.085208459094	1105.24281551802	1010.94653941416	2201.22838626601	184.962528292429	1557.48046533627	7650.09903592173	1306.37586546178	300.543326225505	1474.76823787998	1075.59823127952
"PWY-5005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5022"	223.986649443008	105.295669839778	1024.10408712825	526.11976372253	159.331522852087	1890.17190114808	126.311019430221	269.931881727505	332.06859382506	214.447646854352	133.675303930707	258.245734283435	181.389360114642	91.2403708830853	132.576485718566	204.473860644142	497.589462844936	428.278744336071	384.854776243839	777.031897952733	542.774178231799	1167.69603606493	76.0801057182364	247.982611569412	480.474903474904	64.3155452436195	442.820331095772	865.120798008736	842.40007890238	728.243994193497	379.103052376357	218.862363878704	215.380990596032
"PWY-5028"	9.98234289459819	0	0	0	0	0	0	0	0	0	0	0	0	1.67233908418336	0	0	0	0	0	0	0	0	0	0	2.49032495357809	0	0	0	0	0	0	0	0
"PWY-5097"	13070.835274956	7100.98789701138	12279.8287510853	11270.3216883755	10998.8619216857	15676.4894308627	8757.17356192505	7585.12565059769	13355.6132738574	6502.16463541365	5671.74196068745	6906.38670593732	6965.02639945973	8310.67837196447	7407.69221984193	9389.87193677671	9542.02345025196	11130.2257590245	9993.28938309381	10364.2565943857	7513.83742486244	20109.5110664091	5239.89246661356	6269.54962635777	7898.73692048172	7549.31691620138	13306.9561382951	14615.1377226871	14405.709430454	7629.19349181766	7317.29207001693	8427.683524734	8282.0224633728
"PWY-5100"	14764.0577663908	9810.67853059471	14553.0105352105	13216.1510931584	14402.6076776444	20481.7237014013	10516.2372211371	9167.45209446503	15336.2226904326	8107.06184902653	7534.34606674313	8920.63155227526	9261.24657195395	11217.8077276288	9974.33599707996	11592.4664995589	11139.321096773	12737.5135005904	10537.9396032631	13058.3400828588	9623.33738980412	23761.0624985554	7150.18440284888	7685.68595858196	7857.12223452185	8218.47039007082	16470.7766791444	14298.6724880995	13827.3180567867	9886.14209977222	8294.85625020983	9963.31446429592	9283.08661892446
"PWY-5101"	13182.6994621716	4334.57239125859	12355.0555087653	8802.86888203559	7180.75055371116	11428.4407396708	7728.97284224262	5904.79143929776	14189.6364874936	6596.80730209204	3634.24899510203	5602.79523053984	5967.68993380606	6367.06089981591	6222.05504811774	6653.22095135726	9378.00873409272	10333.8425177921	8832.99482909676	7621.98771854104	6710.63574716939	21243.7632040276	4135.51745048252	5781.09876568879	8601.8366121041	7308.36632073518	10595.68753474	14665.2623538115	16957.4557862279	6535.5098585808	7070.71566791911	7839.58683182166	8169.13442903193
"PWY-5103"	12032.1001324184	3503.51914082457	10350.7542644849	7432.00983645225	5909.27095199444	9521.78472700113	6612.08210205404	4861.08008790811	12159.0496778516	5598.81099257614	2967.03477536227	4728.16540035902	4938.33776479525	5503.05716919997	4990.20341739302	5443.18734098117	7812.80099724879	8440.28150126596	7289.00207456738	6171.48415840472	5624.880668891	16934.3301452731	3464.34890424902	4562.91899626361	7338.99203906079	6350.07914712734	8650.78328833415	12202.6476251577	13919.1001046533	5301.66806537583	5537.8197488322	6590.40940339991	6840.88663363254
"PWY-5104"	12866.7877430589	3958.48159669554	11164.417616577	8243.11645528501	6761.33825898875	10242.1991426839	7235.18576207792	5371.24043156274	13628.625252698	6145.0308459732	3259.5808534418	5231.9399744949	5687.88348004319	6014.45710445158	5877.90396192982	6291.41796114627	8868.62687122586	10176.6813674062	8210.61089483452	7168.83251100689	6308.36688248024	20511.4115632629	3832.71822167976	5684.01681243238	8011.08306190045	6586.27456711698	9772.68988450523	13476.3491234201	15950.3848108105	6088.08247967021	6589.05711341183	7312.17677330431	7590.45435827029
"PWY-5121"	11889.4414822389	3849.7130167789	9896.58110303771	7313.52492022433	7037.32368353815	9877.11578839336	6557.57262198603	4721.67538817001	11341.6744746399	5511.46165700437	3141.88396921416	4879.39625868534	5366.02104433482	5955.90534450677	4836.1335063052	6738.59809276717	7404.10506609642	9186.28016748773	7331.94548871974	6325.06838851739	6142.12955325936	15354.5317796186	3619.27960868796	4890.90786582013	6781.13496648181	6306.7536150037	8126.23191662692	11044.110265749	11830.7630018581	5375.96683649102	4894.18998842643	6470.90466290916	6524.20103570604
"PWY-5154"	4791.63330440753	2334.9461287642	6002.30479656961	3568.56459212526	3676.37595072836	5774.59953313691	3865.14862411546	3406.00087971658	2792.25017449784	3732.61592727366	1944.83923194324	2943.11438810564	2776.9331575473	2899.54591977351	2464.82979816334	3607.25731974077	3404.4627115314	4368.95561712452	4334.74170706747	3625.0051239743	3845.1879836397	9274.31942734554	2154.20050011672	1820.21851963719	3271.74859559555	4428.13224215547	3211.02908992109	6682.58875334803	9589.39894831883	3108.4929180149	3051.66677838585	3905.10632932718	4068.49434494442
"PWY-5177"	19.7069226540076	0	311.493218877794	0	11.6804196822785	213.296106221869	0	16.9196628790373	0	0	3.74785264363428	0	0	8.79238703604454	0	0	0	0	0	0	9.85690522120623	13.9050647221172	0	0	3.97007695241244	0	0	0	59.4933956354233	0	0	9.86451984003383	0
"PWY-5178"	0	0	30.0959593225456	0	0	118.397068686116	0	0	0	0	2.36651818118405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5180"	12.7579718703574	0	200.907950625621	0	0	472.508038998644	0	0	0	0	10.2087857960636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0030875579975	0	0	0	0
"PWY-5181"	5.33291568748292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5182"	12.7579718703574	0	200.907950625621	0	0	472.508038998644	0	0	0	0	10.2087857960636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0030875579975	0	0	0	0
"PWY-5188"	4644.1416337038	963.457751651666	4086.20994591728	2437.16757348283	1549.58353768023	3700.3355010447	1497.55966297569	1247.68546890725	7258.98589967506	2012.57823850076	646.695924335642	1518.25753460043	1787.72456496235	2693.69026593293	1760.90857060329	1437.88064778603	3332.72783533217	3163.82757363517	2188.56607270134	2099.3447140521	1854.59646525547	5941.7337832334	969.204809795101	1996.10118776309	3058.68374621849	778.34648113337	3816.79856361395	4495.64283195728	3993.01406231492	1341.29858805501	1708.86098304692	2403.73803223787	2379.76032297468
"PWY-5189"	4996.58467793855	894.360932798089	4127.11507807497	2493.32224985668	1628.07731551123	3352.6325364205	1359.63563817907	1161.41080965985	8040.72451448517	1830.00223834916	593.747923239662	1438.5894073672	1629.50832139246	2841.20498351587	1657.53422364238	1340.80302294053	3116.57397682433	2913.57677123919	2035.52293546217	1924.44886576911	1667.60558764561	5463.7333022151	932.797234011787	1894.40956164737	2859.67772483901	706.614652695702	3727.80836303762	4219.02984159623	4279.22050706925	1167.91677923111	1571.06142221697	2225.05767231571	2204.19640195619
"PWY-5198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5265"	88.5479332273108	0	2164.51329554108	100.484055369687	0	5095.0360986961	0	35.2493084827704	0	76.8529284091203	115.059456498981	0	139.440104811194	0	0	0	0	0	96.6343512129317	0	0	0	0	0	0	0	0	18.6413943908479	17.6374483892697	103.141916015804	39.8048700714501	54.0044322569864	22.0698439249756
"PWY-5304"	223.25	8	528.8	258	105.2	557.8	212.6	232.2	130	93	105	162	77.2	77.1	60	58	274	472	234	102	166	748	86	289	2616	355.6	170	478	2648.4	88	162	134	141.35
"PWY-5345"	598.543884456579	214.436256781449	1658.60015095445	439.56407814178	567.000893609478	2158.3243642725	734.729320254688	1067.21256568249	549.662999415323	250.623033659983	185.783604422031	378.128603943922	1010.66391480763	334.770478873097	236.111508226457	217.920906687011	425.999667384444	674.700484887775	439.00536960959	360.000426060993	477.551460371329	1382.96391295514	311.239489781296	286.178953922094	182.844343527115	957.346445263846	339.763723837697	913.571598077952	5523.19715691213	624.362219102605	313.611049768622	591.967795508795	507.521492162608
"PWY-5347"	5254.37144402735	3536.43192143129	5350.15352511277	2020.90930650645	5109.75839946718	7546.02555495521	3655.09542623482	2127.69017396383	6836.42227141391	2112.01006534088	1721.75448875706	2332.74578092399	3394.00086634493	4206.09721601574	3068.3735140004	4140.96526025099	2346.63503057583	3698.54007736672	1219.07442939213	1809.11577082451	2795.5788365177	4030.03744366422	2099.02653332756	2325.62033521755	1642.88142434678	4048.85672614045	2960.26826529141	1195.24626219749	578.880965348814	3740.79996134366	458.1768751638	3542.76753881782	3390.8488190102
"PWY-5384"	1408.98502732185	2449.16258023782	2010.60769791476	788.40796314299	2751.99526143579	3363.83872054961	1721.85002890279	966.185653810022	1080.25201370767	848.03293838365	738.962691672133	981.571682226932	1599.03186265599	2635.60042043017	1552.21358511882	2255.31673202086	1127.69844156207	1622.59373383415	757.293986176357	740.028832948938	1695.12394523537	1598.47111804457	966.682571393689	1060.24253722937	712.128099661473	1564.0702169488	562.017224448825	1548.88339842841	5291.40033651264	1968.65700603022	267.413011265353	1597.69595453127	1256.90753715929
"PWY-5415"	7.57939449414314	0	37.4741298579083	0	0	136.637710800355	0	0	0	0	2.77570651834878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.9355629594562	0	0	0	0
"PWY-5417"	4.36363636363636	0	2.32229965156794	0	0	0	0	0	0	0	0	0	0	0.758618365627633	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PWY-5419"	0	0	28.1053457689107	0	0	132.23679377394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5420"	0	0	33.9989452925556	0	0	138.351140685862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5430"	0	0	27.2346683817304	0	0	111.723851420106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5431"	4.36363636363636	0	2.32229965156794	0	0	0	0	0	0	0	0	0	0	0.758618365627633	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PWY-5484"	14757.4821617532	6671.00448590528	13289.7309934235	11371.2439412768	11094.6014542756	16237.1348988368	9380.44105417142	7506.56555603854	10956.1276923421	7644.69413439155	5591.75867365291	7616.43914699626	7653.29955446587	8890.91159861233	7497.20204427724	9898.39324559932	9783.21526695881	11277.3783483405	10128.9934623163	10403.9916022471	8683.01694275132	20272.0751431785	5761.03835078443	6436.58548158882	8990.72450656501	7781.81288920132	13227.5046343306	14502.5062224422	15300.9800122361	8083.00580661457	7299.57828472251	8850.21206714594	8518.17147305493
"PWY-5505"	9295.92100415991	2406.85178285284	8145.5712067663	5251.21217016247	4324.30627848469	5894.39515037357	3296.23027380713	2337.40818787292	12815.8497679776	3901.89649967282	1487.48659602417	2815.20800382074	3616.4741501789	5109.73871040576	4313.77402876246	3059.53789288829	6939.80963992289	6768.85257219835	5058.35485446726	4420.24068063436	3363.03028989454	13061.6187172251	2096.11288957147	4105.39764773823	4935.34517315263	4239.355437811	7857.86745400661	9370.51507492229	6568.40232211324	3547.99928948661	4184.67753928896	5324.42658734938	5491.65527236946
"PWY-5507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5509"	6742.8164698034	975.676355661452	4009.00263334335	3009.97308736399	1920.66400839985	2465.1616063511	2051.18400361472	1184.87323470974	6639.08167292413	1875.81837833647	718.145927901152	1430.50714165598	1587.59510799486	2335.75621646345	1885.77367403926	1367.66922026601	3331.51128277389	2879.2049548247	2330.94730151135	1776.16246434479	1892.40266579489	5479.93556264661	887.801184855064	1769.48262889409	1885.90306958246	855.604052923434	3475.84378945214	5257.823978872	6173.1412485711	1825.21872212058	1921.98848616447	2550.57159824882	2556.63085520026
"PWY-5531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5659"	9563.06982296982	2797.16216296068	6676.04363775223	6233.90676796466	4661.98279704892	6835.50634478516	6356.83214642004	4316.60325000145	4673.67881940605	4190.08541930223	2599.04998319042	4371.01332074745	4138.73468852231	4226.34989839485	2904.87083594982	4814.70099900032	4477.93541156341	5913.80760569423	5412.50754112388	4450.69193535198	4558.4718922889	10633.9224655825	3032.91229379777	2557.39598431749	5304.10933337651	5901.44721326033	5023.03818144866	7722.28828440984	12133.0756211484	4000.34700195185	3523.04391522342	4725.19941850926	4915.72731938123
"PWY-5667"	14326.6290465551	7733.92521667337	13666.5885476815	11902.2505002459	12285.2166664869	17747.346758708	8963.63881509019	7969.45917963161	15076.1253608197	7581.03955290891	6343.84514108478	7795.661590795	8078.54823680003	9788.26892623278	8034.56384257743	10346.2406958841	10431.8355778692	12159.1015252873	10385.9522168613	11220.8885231445	8751.77264674892	20803.8788104623	5976.30442922751	6898.04958426009	8250.94644087648	6904.15482233845	14638.1723993215	14908.9481463715	12664.1924272352	8568.96076857591	7617.29572143654	9102.1463993023	8683.96343122461
"PWY-5676"	34.4750886293362	0	0	0	69.0361026321516	0	0	99.112201916085	0	0	0	0	0	0	0	0	0	0	0	0	90.1402137057447	82.5353326988052	0	0	0	0	35.1975573156579	0	0	0	0	58.2981895392441	46.6818029381704
"PWY-5677"	79.8670659745518	34.9501589175201	46.3929943290517	27.6069806377349	45.5737253611822	44.6593894818537	15.8049931343971	75.3120959557432	35.6104803392385	51.6273967811913	45.3220686116201	29.4626907909073	45.0557615558622	13.5296277655514	50.8763782971297	6.84590861184672	18.344852824547	96.6629399094443	9.78205003652774	57.3550166472202	197.714084449959	234.48652051823	0	6.6668097427699	100.740945060052	2.50364906551191	86.9375904254147	320.067887494458	0	45.2754584754825	97.8018624254471	18.9894606265653	35.164665901015
"PWY-5686"	14926.6605670984	7769.80146786625	13710.4225903091	11956.9901039537	12373.6740624147	17322.7405853188	9704.89957842587	8180.42226546801	14304.097974281	7699.86922472315	6405.92911490032	8027.7422362574	8212.40489272603	9848.50852613154	7993.89113909389	10737.2232890702	10382.674782539	12141.6559119212	10548.5575099227	11212.4804924752	8970.44119774157	20860.4543271916	6158.38016737178	6845.82206578693	8639.94473007429	8212.12679607467	14178.0925032846	14998.6777874733	14050.4905970607	8702.07007150274	7543.66536116677	9317.96677947658	8944.43213863335
"PWY-5695"	12050.1547874406	4377.4326701515	9129.5691908636	7759.21445820532	7890.90575960436	10018.2023881538	8386.22324397269	5762.60704275641	4098.81055465833	6006.3480129231	4101.62304336373	6007.78646397494	5714.24339508605	5718.68436127141	4442.43491215011	8316.91406192736	5827.6092889528	9202.45202122379	7462.285885357	6549.75684056163	7481.51677359512	14796.5671607218	4660.70565554019	4407.86094052785	6848.76079267264	7080.01707429097	5020.11638326241	10047.1252277837	12597.8254757464	6008.84083153207	4441.42927044409	6440.12116267651	6259.73795173566
"PWY-5705"	101.91886358832	102.752844285175	267.272812106178	390.878270935838	175.390478106238	492.109509589722	173.903624884765	172.861784437867	182.866612078542	23.0350322654082	72.2598458473365	109.504173226648	143.920902843471	36.1634982350772	115.086325170393	215.079660061652	220.10216516309	215.072688513514	251.552072351467	81.5863854265823	121.172509617041	822.513872148307	77.5513498329218	141.814899135784	69.3750278518822	0	329.255881121204	269.551006714522	694.159999071528	116.049594430931	301.096472588185	192.354640117222	194.305893565052
"PWY-5741"	3.99933124082648	0	0	0	7.99492011979042	0	0	13.2439183459795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5747"	4.48	0	1.66736338707474	0	0	0	0	0	0	0	0	0	0	2.24	0	0	0	0	0	0	0	0	0	0	1.32710280373832	0	0	0	19.71	0	0	0	0
"PWY-5823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5837"	139.632671558365	1.56253381251535	573.122642072545	7.48712616865154	10.0489159102974	1412.81724923334	232.261908122906	551.88420652853	0	10.6587111755987	26.3814958045158	65.8282509555808	464.982251919815	13.1559140659578	0	0	7.79060375724468	4.51582372743758	75.9815487309029	7.75292316744273	68.4653849759165	45.2203524774393	11.953225468244	3.88817420296978	33.1072457760662	386.996724266709	6.86811333247984	0	2705.73330216853	0	0	12.253513976495	131.345907163606
"PWY-5838"	461.573627345512	5.35294486320873	1660.93764053325	25.5951505964588	34.3218896972848	3580.832379871	742.880797891058	1525.88803504122	0	36.3787576898158	88.9858154907588	219.288990513663	1290.08808726975	44.8228194384522	0	0	26.6033348912142	15.4534908994834	252.271673947896	26.4895317401901	228.672963254907	153.552037567503	40.7144568682897	13.2851202698089	111.616211369529	1145.95831584923	23.4559856387186	0	5763.00097193264	0	0	41.7794470135225	423.866517371167
