"Julianne.331.JEJ_S219_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.JEJ_S211_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.JEJ_S206_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.JEJ_S207_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.JEJ_S208_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.JEJ_S218_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.JEJ_S200_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.JEJ_S193_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.337.JEJ_S134_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.351.JEJ_S150_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.JEJ_S178_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.582.JEJ_S142_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.716.JEJ_S110_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.JEJ_S101_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.JEJ_S205_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.JEJ_S212_L001_R1_001_F_filt.fastq.gz"	"Julianne.665.JEJ_S210_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.JEJ_S209_L001_R1_001_F_filt.fastq.gz"	"Julianne.835.JEJ_S198_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.JEJ_S199_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.JEJ_S194_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.717.JEJ_S102_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.JEJ_S177_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.841.JEJ_S104_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.853.JEJ_S120_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.JEJ_S277_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.JEJ_S196_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.JEJ_S197_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.JEJ_S195_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.JEJ_S118_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.663.JEJ_S126_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.847.JEJ_S112_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.JEJ_S164_L001_R1_001_F_filt.fastq.gz"
"PEPTIDOGLYCANSYN-PWY"	18206.1210245549	15138.3068854166	16082.2821950618	16576.4479414955	14347.2216534162	7101.32134706445	23310.4872685577	22998.6484519368	17014.7590816037	14757.6176684658	10433.3218977977	19793.1763579227	11403.7292565794	23557.7520392641	22075.9152702204	16813.314610193	26866.9612307092	16225.5158857034	10831.760198764	24539.3053505861	40407.689478929	14489.1220918598	13462.6404915188	12289.6269753283	16110.0563054536	9308.86084496429	12458.5929694263	19351.4221110216	30703.5003289048	7834.48980772918	22099.6482790412	13750.2325511875	21760.8316929991
"PHOSLIPSYN-PWY"	18862.9436156925	16806.9665199654	16084.3193011708	16715.9331408284	14259.4500830417	6794.70722236884	22943.7846929639	22787.0862980046	17012.3529950992	14085.8528579196	10217.3803425397	20670.6241410501	11237.6832730623	23748.6650501989	21948.0045404698	17013.5876740942	26911.6185167078	16307.4335696544	10520.0807720544	24531.8602868381	41365.3357250247	14246.2065808982	13022.9721658265	11813.6712446817	16546.7418717467	9194.64867947892	13084.1247293736	19214.165120253	30888.9124589169	6819.42847101407	22116.3768437626	13542.7672550088	21781.917253136
"POLYAMINSYN3-PWY"	101.729816585674	4.07927442542266	18.6285576875446	62.7561285896979	202.260567990079	40.0763645156799	5.23855822444911	5.13690815396038	251.464096719014	50.3969176636272	221.358011477904	27.4962218173322	95.8433435218099	24.820457655445	0	0	46.0204080201212	48.0242029063605	20.1867844813998	13.4210270425233	0	71.4248436695181	62.6112545533569	292.837371280348	114.626054410205	16.0522266430802	0	5.26855299425014	8.76361875998209	89.8644211078511	303.477322797799	191.032542856208	0
"POLYAMSYN-PWY"	538.667514031157	5.77778952047659	18.7754388819269	93.759996830347	376.474798244739	42.9776477496955	167.866072293375	87.5973002042139	261.431062313024	110.222852707376	234.729751852351	431.012416256241	198.488396350067	29.7652532735786	0	889.986109809242	45.2910703369881	104.107701361385	58.747922599289	30.532885545956	59.7057573323076	103.866724562805	72.9769732697493	342.328514083027	121.501563861139	35.6063675867323	14.5975234357367	267.57513277536	7.49903298883963	100.976808941403	575.476473963558	196.541290043689	295.907380708096
"POLYISOPRENSYN-PWY"	15532.6359601466	13234.175605318	14187.0918489082	14462.8082953055	11984.7447326014	6037.6485908131	20539.8631073876	20517.0518536569	14566.162699693	12535.86240063	9086.99186924393	16862.2868094168	9934.56283439631	21371.7213445291	19764.520428851	14403.9296752594	24144.2051492518	14541.8063082929	9435.44876432238	22025.5730294712	34354.718693345	12800.8254880093	11144.184142838	10194.6444288762	7117.84555406808	8295.91498305542	11147.9659538643	17091.7925428839	27786.7454363383	5916.35644218712	18723.6953528723	11869.4712487385	19362.1739720574
"PPGPPMET-PWY"	9.99807629800573	0	17.8430958078974	0	18.5639846588019	0	0	0	8.84815602378842	4.99937400260157	120.696913610187	0	0	0	19.9939708546984	1.77493140875154	24.3901227786158	0	0	17.4943751722242	0	0	0	15.3423197164032	0	0	0	322.468112898976	14.9971548656646	24.9682329975915	0	6.77365084621836	0
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	0	927.724626544297	0	47.8225650440815	0	2.39960027203709	0	0	49.8801016737806	0	125.287214388421	645.204078302025	0	0	22.8492253292801	0	0	0	0	12.3947996438112	0	0	0	13.3266260068535	0	1.99987073005203	0	0	9.59835392122542	31.5511066303468	15.9871195227783	0	0
"PRPP-PWY"	4827.12438751065	6454.46412844215	120.340788413021	1316.75355638725	2422.67121385973	626.824026177828	2833.42074805263	4128.95450046356	2088.90893678656	1565.49246688426	1080.73808131445	6004.54585371568	2336.05911706782	0	595.379401824736	179.686671275817	806.034323344596	1185.82618492469	1348.72825420444	210.841139168381	713.498476324231	556.001807511035	1341.01677567364	3787.97157369207	2041.02459254006	1946.39791674645	2458.86778614087	2861.20217962264	261.217239471531	1897.83211857548	3467.37663486875	4510.3588045329	1057.1107918724
"PWY-1269"	3586.03043072667	2.22647530218694	891.969062851121	658.026014193378	2760.71939611881	1380.57596266346	2223.85105746371	1990.04822589471	1035.78769009401	3048.63613842365	1316.07778819119	901.786254557327	2252.51345454545	35.25	378.753888354567	1544.71233671159	138.172735037084	1843.94880027198	1706.24956069703	72.7421277904374	246.112900179431	2333.99030241505	2829.5504628492	2712.44606477004	1227.80212397695	1202.37467512215	1720.04230750417	625.015337726012	6	2546.61710314369	2007.114486856	2005.12188488017	2788.87510766581
"PWY-1422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10.9074074074074	0	0	0	0
"PWY-1541"	0	0	0	0	0	3.34451711574116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-181"	0	0	0	0	0	11.8922301063256	0	0	0	0	0	0	0	0	89.3025622469978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-1861"	2609.24932966121	10445.2225154065	226.839578294506	1582.71153277865	631.137382502406	358.845268441172	904.760885231224	282.328520580142	1285.54438111192	715.624865516313	243.222318638243	8918.94473017442	1137.61657839822	7.99608704919423	5.9978039153231	1005.88657681108	420.000659982722	589.742270592605	219.561808001191	270.82834305488	464.124095075112	247.623528217588	1363.21967317188	668.66197917212	1389.57760021262	22.9233616751714	72.3292817831453	167.931614921528	9.99355823521613	2042.34664532171	2210.25652546479	529.440814030346	758.698695344672
"PWY-2941"	15747.5483565998	10111.568164307	12390.6591161569	14053.1100056722	8212.29807912502	5611.97792183846	20736.3898362635	11952.9268926023	13835.557440108	12122.4073294035	8752.09066326127	14676.2540018313	7648.49529298221	19810.9219910812	17479.2548900372	12491.3710713861	23085.6927106924	9069.99176314208	7975.84004351336	21678.1614911778	20632.6484902606	10887.7056866341	10771.3596760967	9464.06617696145	6922.90706314198	6046.13185637587	8258.79310588838	16222.0397308326	23763.2952342642	5445.31551191757	19076.4301164625	11160.9183550876	19138.7754326064
"PWY-2942"	17550.1120150486	15311.3150396817	13259.7897119861	14839.6630703435	11203.4915653175	6349.79340344191	21595.9181319857	13462.1433835849	15188.0188753346	13598.9828575779	9430.13067258059	17342.2299512269	8965.11291588712	19994.6954941959	17864.4154550591	14267.5193767662	23631.2657607511	10409.2853510017	8916.3063631528	22011.8175381596	25906.6811340685	12073.0484391421	12570.4499325164	11175.1733135036	15448.3947601044	6724.23561127699	9191.56449210973	16841.1854698013	24197.7559535036	6801.99348633647	20853.5663661577	12276.0416245528	20283.0603895129
"PWY-3001"	7565.88527640016	13067.4737867506	3404.79688771248	5505.17038414511	7787.33426014268	3731.83170602194	6654.88263732835	6041.84140054924	6786.19835119797	7380.60302781881	4472.173133248	10295.3050633192	5059.35344199076	279.266742953095	1788.11563459129	7325.56415379126	5679.96020693435	5403.01005890424	3814.70638771076	3408.0309310064	3020.77317968985	6126.93370474722	7785.4701921398	7216.23983308105	7369.74031593793	2903.82564158502	3699.70207973417	4375.00057697883	618.945506223173	4951.56047125404	11626.5806113759	6448.76924348065	9458.29335960278
"PWY-3661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2858091915672	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-3781"	4532.79699819815	11110.296787086	869.457418815333	2610.70150537269	2772.22616780863	683.397534408571	1923.78245473869	479.175186848814	1668.48816676639	2508.51536207696	1477.33210824018	13720.7606327936	2078.86217932626	81.0310115048821	241.887151373495	1613.62373441442	158.735772098409	1317.05257288038	1480.85884960764	91.7196318865191	35.2548870690512	3223.12267650242	3119.16882877645	1352.34664681183	222.667342930836	635.921886138033	358.324407317433	274.880833337655	47.9558011049724	271.282303276774	775.857762261036	1163.73466986966	5510.40784595919
"PWY-4984"	5526.2567046399	10183.8496282258	2756.32390122748	1614.65165237873	2920.69790854777	901.688274273878	2375.63921936221	21.2044517019022	941.871800337599	1166.39219035305	1389.05660864259	8213.35236718567	2076.34137692701	181.735814037177	548.684278908987	4416.35223283464	1485.03746422618	1591.78743847641	1584.13132900563	702.265705365961	4002.04432736455	1800.32036043632	1085.59309945905	1716.04231288553	631.104734707045	1159.3418080771	1272.67287657019	225.756563981226	977.642981533794	1346.87043673367	756.183199161621	1663.90298233065	92.2115807548269
"PWY-5005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90369272210171	0	0	2.99866216688831	0	0	0	0	0	0	0	0	0	0
"PWY-5022"	969.477588871716	8327.64232123539	465.906266403379	1218.08556611927	1025.66883769804	339.777853145667	885.127186231986	247.077850877193	812.483786245336	1227.38192419825	807.27875164657	3415.6819567355	633.64204112719	63.1834130781499	69.2550927333536	612.321576152364	219.784073380316	392.595494613124	582.816549295775	206.934384236453	26.4287381399361	1728.16497553905	1614.13393415295	625.683279918421	248.649232755404	301.358752166378	161.63661971831	250.328274482644	0	111.39886039886	939.722114451235	557.867122729265	3504.69747572816
"PWY-5028"	0	1.6748087323451	0	0	0	10.0200563876894	0	0	55.1658941074934	0	0	0	0	0	0	0	3.56972730949079	0	0	0	0	0	0	0	0	0	0	0	0	13.0129555744833	19.7434019843882	0	0
"PWY-5097"	17481.3749424489	9846.85038502687	13103.117908001	14693.6860768225	10990.0663908638	6293.24298453315	21544.3176726454	13037.2394917776	14889.911049861	13513.5629154458	9325.51847563489	14933.3113319609	8815.56167028825	19892.7443259295	17689.8892291551	14101.2521768471	23138.7495637007	10137.3502744809	8788.02622328618	21692.6184242803	25242.1209928427	11919.2244553152	12487.3958716925	11068.7634220528	15432.0206057948	6592.20059103401	9022.42984354592	16499.9281345527	23926.5178057086	6694.63731545682	20820.4019909324	12184.3218430801	20214.4661629049
"PWY-5100"	19922.5362588289	16274.9710800823	19373.2695959849	21270.6069731518	16634.4587243578	8825.03628841393	28814.2183480352	29403.9263263608	22081.9692320676	18136.862444874	12611.0643536804	22728.4464948732	13490.0113059122	28694.0073481278	27469.4001871635	19738.7760180317	34301.0607838894	20498.1634007723	12792.5070811481	30994.2320011836	50845.2874671777	17420.3777542727	15377.8984107818	15111.4870310621	17182.1199780894	11365.2205826428	15050.546686353	24514.5980404084	40163.7152545281	9045.14494835505	28377.8284430279	17261.0525763052	24925.4478787711
"PWY-5101"	7427.14798695258	14210.5923504301	2126.2180596104	3681.74764100049	6201.09320124595	2955.2854259714	4923.38489768421	3906.76313368311	4641.29474229908	6197.1540059201	3289.67798059512	9912.69417382443	4214.17561681627	162.225839055332	1060.87836784514	6140.00990999749	5011.13955785658	3611.23166413201	2941.78284182822	2254.61549178659	1332.93864875671	4503.47572192337	5878.91563449288	6200.93244799146	4306.16555835082	2018.72322599335	2619.20563015901	3205.18295953269	386.089860288936	4699.44496000698	8899.83597439225	4875.56940324727	6444.39070249262
"PWY-5103"	6355.212132643	12074.1053662459	1704.68867718031	2971.93258792367	5181.32185817495	2486.36109591468	4024.27065741892	3279.42840357364	3987.84468559748	5209.91595281446	2674.26687567754	8572.36783468071	3580.73838406037	134.003386427768	834.192715728816	5282.4566913557	3232.54766075884	3038.1336718344	2503.00094428383	1848.48474960256	1092.63606021472	3811.12162223515	4961.90204743137	5079.62669070323	3356.43463307364	1711.65763653738	2250.57503068876	2693.86508769292	313.914534328873	4091.13872366472	6976.26806217241	3940.61008249565	5377.08929277066
"PWY-5104"	6813.63133776646	87.2113417586949	2116.79885609034	3356.56360379493	5901.55956944448	2611.99126957318	4290.77286555753	3493.24366660744	4409.02189401512	5534.24222234266	2891.76534322223	4435.79445074443	3858.304139888	132.786100070052	807.450716041707	5047.26539981852	1049.23724266412	3249.97114995567	2649.23304193711	682.320860228583	1584.48692493557	3957.33757976048	5527.89948843228	5700.45325652462	4920.7886774307	1815.77487828749	2378.53235248422	2327.67765215962	90.5967016872432	4216.19193436599	8312.68615971651	4438.55143213243	5570.80549643206
"PWY-5121"	8306.17650377796	10503.8894497438	3788.04733388204	4267.39306559092	7383.96570163038	2841.4157730393	5028.60748590946	4327.94320133094	5349.68900395906	6004.13068828821	3150.73853204311	10317.2602897555	4439.34348903278	141.467362330271	940.77542133956	6604.73392329998	1051.89185579448	3988.0095356023	3551.20175646724	722.235537643823	15407.2195348832	4595.43378555314	6643.30413413435	5854.45476480259	13439.1827669191	2298.34053939671	3184.66828731265	2169.83062022536	102.13996196892	4523.46651524985	7983.64038202427	4772.50260302806	5680.24611642372
"PWY-5154"	3829.2794875721	4990.86576876795	1222.36704514312	1660.10686824262	3205.28266026028	1706.28533568583	3072.17858793385	2487.76891040822	2041.61354041743	4062.5272214555	1610.14835906322	5791.47543134478	2712.34371850347	17.5995422553285	446.903736714807	2363.75025414258	262.952177702321	2114.66163327337	2042.45169427138	110.865096187043	389.823061957737	2459.64539734468	3310.01958342067	3601.48553349315	1959.60445461469	1434.46054733225	1674.41125685525	1030.06531970859	14.4251350826162	2840.41831999811	3798.99709164618	2500.22204207719	1689.17723594226
"PWY-5177"	0	0	0	34.9947853619916	24.2691510524555	7.94117647058824	0	0	110.681731043264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6070349313677	0	0	0	0	0	0	101.845849436317	2.71122231278902	0
"PWY-5178"	0	702.945934677034	0	55.6312965967224	0	0	0	0	27.4922985574869	0	0	635.168934002582	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01316145506611	0	0	0	0	7.1485071071171	0	0
"PWY-5180"	0	1122.27911811219	13.0356226123322	237.744035581067	0	0	0	0	435.922125817425	0	0	731.797255962489	0	0	0	0	15.3607237794674	0	0	0	0	0	0	24.722090696041	0	2.39476329106732	0	247.923988369401	0	0	287.833526568614	8.93647890146435	0
"PWY-5181"	0	0	0	0	0	0	0	0	36.6494986676451	0	8.7979556949448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99942838769605	11.6200237839062	12.0718015132121	0	0
"PWY-5182"	0	1122.27911811219	13.0356226123322	237.744035581067	0	0	0	0	435.922125817425	0	0	731.797255962489	0	0	0	0	15.3607237794674	0	0	0	0	0	0	24.722090696041	0	2.39476329106732	0	247.923988369401	0	0	287.833526568614	8.93647890146435	0
"PWY-5188"	2435.12487011405	9484.06467252644	408.726714692774	1176.65370028472	1968.66834244984	540.238240879937	1141.42600836221	3037.61920658645	1820.53867594792	1451.39896568105	866.001859535282	5835.08253019505	1237.67426210438	77.7524468542426	100.006505619309	1581.06188746615	185.241185883482	773.552601657353	733.380529998419	1149.33242350248	2779.48678068445	1908.77258064109	1513.55857099415	1551.45004682457	873.225953557604	699.077274380298	730.158490089769	3789.34566803465	445.379894086609	413.806536534946	2272.66518502382	1331.80878311543	2620.18758310196
"PWY-5189"	2277.44718103102	8724.92	364.015740778685	1082.86282878192	1847.91622086068	492.926256281854	1082.47707940813	3146.36854082757	1770.88254303578	1348.05640807217	819.060533235679	5461.39781373803	1127.51518986167	79.495183044316	89.3265111548974	1431.24870058071	166.260975042154	686.699411056753	683.416516479001	1196.66573920125	2822.65167683116	1835.79615372987	1370.17088911168	1503.6627668799	804.470207801856	664.483509740758	663.95970209942	3863.58909723428	455.036414565826	373.911500356799	2102.03315940483	1273.37574453449	2476.00924819491
"PWY-5198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43141153081511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5265"	804.914203782647	10633.4739251223	182.139290433823	2980.01921398462	503.921301318045	102.092404665377	563.238536205164	177.494680838687	2576.80642001376	20.5436116761978	386.961036022493	13722.6495579348	0	93.0585501537823	17.9270559165702	0	1305.69492265684	174.834400772512	178.440438332045	876.863375430493	1208.92376396785	117.915055783569	0	181.175052052254	86.4955653386474	42.9667723808915	0	1027.05560292767	29.8494595730417	1186.58298999024	807.92229779961	93.9272675540606	196.981524938339
"PWY-5304"	2004	6989	512	265	1620	394	948	250	146.5	1408	880	3435.75	1068	56	62	722	68.55	440	762	46	36	2142	1906	656	182	355	186	112	2.5	102	304	600	3934
"PWY-5345"	641.139684603933	6860.02543959883	226.307165717955	899.286184290648	182.888629932511	135.974351764667	192.606991721695	36.9474785568289	792.818131590478	247.939505461507	503.079943298715	5912.49693713103	251.940861448087	24.4966360169341	78.1389414296263	60.4787409229496	199.498675413984	232.363003760693	258.130634742742	128.143763688956	0	12.3216544631791	298.93743826968	991.840893982075	390.23312509603	42.2797632661494	0	529.267931456534	37.1832621571734	135.680079440877	712.335832086871	1103.65833074467	215.362369187762
"PWY-5347"	6598.94687877166	5909.27487675617	3450.56302836033	2963.224417916	4705.62837095236	2536.29195157268	6718.84243286711	5569.70103435598	4934.1654422561	6895.06412397168	3590.4773255928	8433.76731186245	4435.41360751353	327.522958768479	1567.96298822648	6022.56828827438	2363.0634301079	4202.36848043597	4052.32486134371	1463.65212447839	2152.85904789405	5496.34238384134	2973.71758148638	4919.7927311879	1768.22499525823	2672.55523062663	3252.26799230319	3633.44207540734	226.920608295341	3831.35121920208	3651.41691483893	4491.6162007872	2564.85321867222
"PWY-5384"	5470.44423213542	770.041004017479	7937.73838987058	1193.46120109427	2748.50058191655	1519.48219300254	10219.473141979	10816.460189003	5440.15848417955	6085.87566362033	3273.60081501712	7784.61412266517	3776.69905261786	12306.8205487449	13546.8057409933	6622.77564217761	4064.01465328344	3565.64464334691	5110.23163438365	2325.87805557341	13516.2032829251	5418.16166448526	1176.1088376457	3141.18933894473	677.332741167282	3157.1824254999	3306.15794824792	13812.6478830352	8981.23770522712	2422.25893371607	1801.03738079312	3123.31697853659	950.464165560872
"PWY-5415"	0	984.048384503834	11.1879976313249	64.573722074629	0	0	0	0	73.6894222026878	0	0	632.032740419308	0	0	0	0	4.40371731606566	0	0	0	0	0	0	2.71038553651045	0	2.02403646743511	0	209.700905488419	0	0	24.0595258373481	1.63158487570168	0
"PWY-5417"	0	2.00592789758669	0	0	0	0	0	0	33.0143540669856	0	54.5983879778375	0	0	0	4.57142857142857	0	0	0	0	1.43521594684385	0	0	0	6	0	0	0	0	0	16.7619047619048	10.6666666666667	0	0
"PWY-5419"	0	168.883270133433	0	44.7077350780358	0	0	0	0	611.025233076298	0	0	276.806687288753	0	0	44.185454928425	0	1.98964911692154	0	0	0	0	0	0	0	0	0	0	0	0	0	147.083786439175	6.66558957826496	0
"PWY-5420"	0	260.171547497891	0	54.8989833147354	0	0	0	0	99.2652353276608	0	0	360.360518317344	0	0	0	0	2.65609648130254	0	0	0	0	0	0	0	0	0	0	0	0	0	32.0501176065456	2.1442124068872	0
"PWY-5430"	0	325.78788563205	0	47.4292744306168	0	0	0	0	30.3349027778861	0	0	391.581607510585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88389896088622	0	0
"PWY-5431"	0	2.00592789758669	0	0	0	0	0	0	33.0143540669856	0	54.5983879778375	0	0	0	4.57142857142857	0	0	0	0	1.43521594684385	0	0	0	6	0	0	0	0	0	16.7619047619048	10.6666666666667	0	0
"PWY-5484"	15965.9212867099	16270.5673790344	10024.9587151164	10543.3958246802	13952.4429017356	5879.68279550938	13732.0411283364	14197.5558543595	12935.8831208693	12207.4214364171	8271.704417597	17956.886362024	9784.59715091353	1429.3983935293	4330.85694507746	11611.4633547911	10975.6006182551	10749.3796994368	8134.96283745587	8310.03724470284	31989.5112462129	13876.3727781029	12572.8711850292	10880.12166765	12715.9104711292	6116.70363002634	8189.40977326155	11285.0758575216	2183.80190069502	6915.82168534819	17144.6587967509	10370.0400720452	21619.5466442089
"PWY-5505"	2576.69635007383	0	144.406410041974	1901.0156698327	1843.06749650733	881.021104626419	862.134476946707	359.907996651094	1674.66905419886	1439.3188730698	261.804494254614	1264.61888449205	969.699771815484	50.3184921534872	31.171192184704	951.800847019345	236.111064881399	601.76780065251	153.077622897865	87.6897719908529	344.126205391448	487.302007978006	1370.84889819658	1809.55847503005	2292.34824584406	84.9806274804305	132.451497166642	101.058525601087	61.2369768190885	1963.77858274812	4433.97738452019	1280.40098293809	782.03044616729
"PWY-5507"	0	0	0	0	0	0	0	0	164.178103041448	0	0	0	0	0	0	0	0	0	0	104.631131845352	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5509"	957.668303506372	1.19327634811163	85.5785183698889	756.428170349083	1173.04277525338	394.110778182121	712.11049229404	2524.81279577083	1394.04904592443	832.019946199004	423.447332673126	219.388302078248	454.363257280678	57.537693473271	18.0583854611868	1062.58977634303	73.3972527625193	408.161233562433	244.90489555781	1008.65687087016	2744.29135508735	916.977656798437	370.292781119087	1104.0987624102	788.20786433679	416.205867961436	338.320523860123	3550.30792310079	416.36222394144	184.966554315052	2095.30354656614	784.823859509072	515.062342396729
"PWY-5531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19645017901524	0	6.68453171936376	0	13.2075838060499	0	0	0	10.7939140981735	0	0	0	0	0	6.71024792491727	0	0	0	0
"PWY-5651"	0	0	0	0	0	0	0	0	0	0	4.21192758253461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
"PWY-5654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5659"	6228.86033358751	1320.47965730393	1729.97575275867	1595.55035445767	5100.24785246287	2422.85542587247	4119.15078477544	3710.95561539243	2692.65952792978	5080.88856025819	2629.71495896147	2990.56069225214	3805.14627386126	133.599096335717	754.877670463377	6048.44448466133	430.85527649607	3460.62933724902	2930.44613223368	223.392372774674	523.246475011216	4097.80469404746	4854.25281592663	5086.86237531268	2895.49390620421	2115.19728726065	2975.40174547324	1528.58738785611	108.779979586153	3793.74418974257	4998.00762671246	4260.69827148138	5611.88413480495
"PWY-5667"	19094.6821839494	17661.5852554102	16684.3218533634	17384.0896002844	15251.1892775779	7299.67552669648	24130.2013143734	24084.8422091308	17759.6742231153	15117.9850619982	10709.6885465669	21690.7340217251	11953.9658388941	24429.125076561	22669.4197244839	17326.8354635281	27689.3762170809	17096.8941352621	11181.8024828614	25247.2174999959	42589.5499150044	14967.0550334377	13765.00559794	12746.4949468632	17321.072042299	9806.34700206263	13201.7618462588	19852.3662410916	31773.6645158363	7591.81546249384	23292.8359444626	14367.1094711306	22516.609136364
"PWY-5676"	448.165484252842	0	0	0	81.2528250924052	17.6423261823129	41.2970597523723	0	118.364908253425	0	39.0056368146475	0	123.898376116943	0	142.66858074552	218.588656428713	0	91.0560737634031	0	58.4673443934071	0	0	89.1667126848537	101.654986927848	0	0	0	0	0	23.7504880528263	112.516308818834	0	108.801066836933
"PWY-5677"	0	0	0	37.5162594052038	14.0927281398947	4.15105476142053	0	0	76.9624294132973	24.6627487837169	0	0	0	0	0	0	0	0	0	0	0	0	3.23581664332688	3.04025966313092	48.0181045219319	0	0	0	0	0	63.0308615184814	1.60813564093089	0
"PWY-5686"	20384.6442144838	14701.4774621983	17355.4643383581	16812.5978121364	15533.7892826589	7464.24843352506	24717.4897348325	23878.4306487745	17200.8477260867	15278.98779362	10772.2207209704	20045.3651981937	12378.1078845976	25698.5387264573	23175.2604096081	18663.3622694554	26834.9426426609	17701.538340362	11567.9902278477	24197.8026060241	42642.4702006358	15101.1478477461	13832.2906634845	12976.647672564	16767.3131100695	10048.3424206606	13843.5388763386	19562.8671579763	31977.758696707	8320.2557409407	22538.4608334105	14340.176414021	21678.0518564791
"PWY-5695"	11964.3661382139	2012.89176726552	10059.8665547733	4977.0050304146	10742.0716661477	4590.27746083224	12147.976948824	13796.5069411089	7343.89141066887	8702.97067238553	5477.03364749514	9320.05980267468	7376.8134002288	12099.2700860079	9648.00922343177	9651.15704206075	6161.60028253719	8597.51819057109	7320.05273765183	3170.30279463103	31049.8645612322	8887.6759971931	8794.30766515527	8473.61925428714	15323.1709388698	5211.23852409641	5837.15836883142	8768.83650163611	13060.122276091	6145.42598665613	7569.90221064041	7556.55330765858	6182.31881727844
"PWY-5705"	20.8252427184466	2142.72182420751	37.485009596929	187.970986386134	27.8995648268018	25.3781807546066	0	2.44703389830508	752.778791458752	0	0	1900.73416173944	22.2385321100917	2	27.456	1.41309073464912	50.3189339145943	0	22.5711678832117	55.0569306930693	6	1.48660714285714	14.928870292887	46.2443150357284	84.1078221208666	0	0	265.692658271	2.5	0	256.566956044047	52.3939164497459	0
"PWY-5741"	0	0	0	0	0	0	0	0	14.6375475974828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.98945443077	0	0	0	0	0	0	8.56504851075558	0	0
"PWY-5747"	0	1.3390673602213	7.14	0	4.30619209809264	1.5	0	0	42.9259047804833	0	48.5	0	0	0	6.9551282051282	0.71	1.72215269086358	0	0	1	0	0	0	8.07960697359388	0	0	0	129.71	7.08571428571429	15.4	14.5202603401218	0.908991031390134	0
"PWY-5823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4862619398681	0	0	0	0	0	0
"PWY-5837"	16.9898853308729	8725.34821125189	58.693562326628	603.028972322493	17.1608485614262	6.98072026092922	5.72832045170014	9.08701683054043	511.782888770092	4.5855060493639	10.3753895471877	5970.04159709306	49.6158698807943	4.07818966537271	0	2.47083342287698	116.193167312671	5.79386427145471	32.9350412653673	88.9979586551265	0	2.60172084362822	88.6779116016651	370.032905808589	61.7876869582822	0	0	823.233911368337	6.78580083109803	10.8218250651019	120.046800152902	462.257165001234	0
