"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PWY-6123"	18691.2823682162	11346.8244720393	12656.3778132246	8878.67957693612	6691.79747847291	10936.3395878017	10352.6096815641	14099.4530634813	9921.76483282532	18015.0508524988	8884.64879612915	14750.4961654624	4594.76192414985	10261.5012791477	7842.95461703473	10533.9349677288	6762.36400783633	11669.654848264	7273.32986498369	5788.42537402323	10096.8287995143	8574.67504530995	5207.99313917675	6082.47967634071	6154.3311630128	5762.01966905827	12184.5348272055	6757.88414722392	7362.84060562281	9733.41636770279	6446.80222859464	8042.23406382727	6492.88077623161	8330.67696328743	8438.25695548618	8393.53413625533	9543.20071898289	11481.9604778471	9042.47710167863	9583.62603691895	10609.398111188	6637.07115809308	5790.57144147241	17395.3851949842	4596.27255634759	4734.05463344072	5176.01349621447	5465.33333961834	7185.45846982115	8895.48292583534	7138.9781055972	8344.74763336092	12247.4104314897	8574.54490812384	13063.3302574401	10027.3869489021	14471.3157659592	13584.4216029865	8175.69896998279	9082.88073447449	13691.1036626507	5374.85818577519	6576.7330387702	8596.3496136986	6543.12327045139	7162.72820015405	7243.41005640967
"PWY-6125"	11003.9307601564	2672.2523569794	6129.97641073039	5046.61355370272	6420.62570243854	7886.71742305843	8599.37419025242	5235.90978559888	8869.23344951615	11514.4639529691	7020.83446664548	14088.5578143218	1802.93133721933	5473.40872344895	5890.25988254098	6586.47771680395	6210.37460032929	5008.85120175472	4526.62299841726	3711.62697359534	4965.54337186317	3985.61081734038	5289.94511865793	5070.79018202179	4728.02109925653	2896.40787450253	4032.42912548264	5174.21309613672	5522.86128458564	6714.67848229699	5306.01909597829	6179.01795401013	3022.74973393453	4088.53284241669	5298.25169714559	4519.24285466473	5038.5207271358	8177.07533164461	6536.6592974394	8642.07764038093	6009.89014948962	4408.86648478569	2960.96038696132	11358.8383148304	3927.95044369591	4276.07195246407	2929.2819664267	3124.12464894583	4740.54681293205	5210.34611069734	5071.25932088871	5361.53536543271	10641.9860397011	4995.42292000303	9135.22964826688	7958.84707063139	14224.0815215506	13632.0576349947	4016.35166345436	3988.59617215427	4737.10069295338	2749.43449575948	5480.6600140625	6118.82064551636	5210.83334171682	4730.97104957355	4595.74472404066
"PWY-6126"	22491.6211824356	10169.7444678098	15126.5170823617	9811.81872802148	8020.74053103097	13906.927233146	12217.5865416338	15474.5627478093	12829.4490168914	21586.4333973136	10503.5267019842	18124.2212818708	5027.6313437117	12319.4649649029	9985.60265977013	11887.6496481231	8338.69841011872	10480.7847324712	10039.0663677446	8202.95880812792	11853.7662022775	9119.93744690575	6740.7737682953	8370.87990773418	8491.63911677676	5876.37218912604	12396.0883374452	9946.08377905207	9847.78045015842	12014.524581076	8083.50089016921	11116.0082542137	8709.65601571172	9265.57202937659	10193.7295306173	10588.5661485116	12233.3701625847	13175.4116365078	10585.4133969377	11523.9993709583	14757.1560798455	9547.68348161904	7008.98435126765	20739.9283263671	6463.17382026011	7201.47442191518	6870.99668662154	6772.32800061848	8831.7513188838	9976.22866085175	8315.15400978202	9484.03959058078	14360.4203140642	9172.36977957082	14787.2616527972	13456.3022173836	15503.511394717	14647.8760016756	10923.3821530787	8906.22156871416	13753.7003614716	5944.56093268728	8996.16613530773	9817.10028330421	7569.97565710288	9385.15652437573	8824.01230283556
"PWY-6147"	11549.9381820919	7853.55576333222	9282.6251987732	5744.82767506087	2448.52582539585	6785.50067160986	4905.82584440356	5910.7439162528	3416.00835628216	10917.7555340634	5069.25671559044	6320.88213571985	3160.95105191391	7335.99701597678	5286.81935869485	7685.44588826006	3291.94400690125	7301.28737965405	5314.53375446354	4334.61333236432	5902.53721980846	4532.53604478736	2062.47007591833	3483.64552612702	3033.78899583164	3555.78411139144	7521.04071659504	3880.09626345394	3483.62779855643	5444.30287749	3164.60391581894	3665.85817860012	4788.97287595539	5595.32918583232	4918.74924083401	4789.65327103457	5365.25142369508	5982.48241893003	4733.28014711602	3909.16534341186	6507.03188404196	4159.05159865964	3083.35452054735	10954.3317480767	2658.77942731143	1922.72759616708	2846.7694784043	3109.55010842425	3835.15832322984	5506.79667285975	4034.26507829126	5308.27969536417	4948.39355554956	5572.53098310686	8198.08817234183	5377.48853883583	11021.7118435089	10483.4609778471	5753.33352514622	6139.2709934784	8644.01538076798	3010.88259998764	2944.62765965948	4600.49686102911	3349.21376214683	4455.40586325091	4685.51644876361
"PWY-6151"	14527.1917837683	10313.3112493549	11502.8097666654	7081.13171509892	5618.63612299321	9408.62640133207	9441.8959996396	11591.6728771483	8846.94844322867	14306.4794428169	7137.00688568126	12838.3473675681	3764.90494036994	8211.59896381574	6864.98414456487	8244.20105247022	5977.79472302155	10131.0709825944	6972.42881872	5880.03249085808	8033.63422702788	7145.00756473554	4908.05761619769	5757.13725807657	5452.75356412349	4989.87157974484	11240.3628207052	5849.72596586793	6198.10638931715	8492.06977684263	5757.0942388182	7570.27227617173	5311.77354221188	7151.24017603981	7489.46083335746	7058.73852877766	8121.4722732625	10067.0420008894	8127.58096107409	8761.46463312382	10374.2063385487	6707.04671060742	4933.73391514021	14559.2534015455	4467.7722425295	4539.82326265417	4407.00751051934	4486.46852330656	5335.65006881666	7262.07266063577	5713.68164280782	7118.59781284568	11147.3383775362	7212.78391218904	11094.4885658693	8263.03627350525	6171.14395382635	5953.90087335591	6852.6868457073	7511.97060655748	11150.7911208907	4348.16550546764	5632.21408779368	7194.43598677375	5761.06360656546	6404.96077331796	6270.98748544014
"PWY-6163"	17330.0651005245	12637.8559632834	11687.8384618505	8120.18505987506	2894.8051190874	9664.23598323473	6388.37597537769	14830.5558944634	6034.15799742951	16846.6268433576	6841.58014118303	8332.69741990592	4704.45482526939	9623.13842892446	5780.42323403545	9483.3355864045	4038.38386625408	11894.3281466754	6826.49388752711	5363.53590051569	10150.7408585522	8680.83458339476	2425.9667933566	4312.11198567509	4928.1343434346	5534.05289571849	13278.082217067	5434.13431453671	6037.15732715494	7734.46034699842	4301.32982769041	5984.60189024112	6537.37514786031	8099.92909944399	7216.72543275654	7840.10197211488	9030.71068852107	8999.13408769816	6911.89060902506	5387.10260147661	9988.47028515078	5792.26226391168	5661.34468508807	14760.5315076008	3157.1363967776	3024.16263840276	4716.34479658444	5323.44495972589	6772.80736448072	8055.27512625696	5462.5489921634	7226.29107594681	7311.41422058021	7895.90183482158	10768.9681793976	7820.71834352081	12062.5401464613	10878.1326297056	8346.51321659599	9267.33217896134	15030.8175196886	5094.83057313376	4822.73717771518	6843.70261126114	4494.42311676548	6176.64802350444	6348.6082135997
"PWY-6165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6182"	0	0	4.30769230769231	0	0	0	0	0	0	6.13427561837456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744549964564139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617647058823529	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6185"	0	0	4.44444444444444	0	0	0	0	0	0	5.66210045662101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-621"	22429.7349839517	14042.7168333481	13198.5448766394	10512.8464716555	7754.34724960721	12699.0222872868	12203.719240138	16748.6701431933	11132.3534774698	20668.6745871176	10315.5450303109	17635.3350488536	5421.43441303791	11179.2544014872	7805.34618548471	11628.8630853906	7994.90246217733	15046.0697236421	8036.18634799617	6458.68122824494	11451.7707983758	10450.4563793804	6675.07036548225	7208.20835161351	6614.87827917699	7233.05832590208	16782.3744320303	8835.70262326404	8352.98013626302	11597.6111722976	8174.87557360018	8199.62868373591	8786.93050722259	9629.94003941244	10177.0134038645	8645.03040373592	9637.88951158737	12852.3781777675	10167.6247031727	12161.9422672513	11234.0205067735	6521.18622494797	6782.04639706803	20924.264885596	5673.34306386269	5187.21996013428	5903.16237643008	5267.49648214771	6151.63692594929	10382.3821644589	5523.84688329245	10291.0120291339	15804.1102986721	10425.3567339208	15226.7886790158	11442.4797868138	14489.6482984385	14413.2972223854	9635.92587272442	10516.2369525939	14313.3299640504	6013.88005311225	7243.89335514915	10659.7591949813	8265.56840691357	8190.66623247201	8016.51587767021
"PWY-6263"	2110.58031345363	568.616826340885	529.23501516868	683.055583090563	175.237421277579	965.573741795181	663.231822796102	1257.48672828779	536.142620603823	1632.4649987484	540.734223590109	441.266118095358	372.355142942452	1219.52329840713	327.393608603434	1336.1905143335	331.054632549078	1192.55382602889	488.155771641569	239.528431656267	1409.85060620514	784.307285523107	125.049109443261	395.180517088023	341.853198138734	540.720386834361	727.687432402427	861.517875598051	484.27121885921	566.937729805546	203.157129030358	229.504203906832	320.592686724683	925.498295530387	588.455742519719	748.412225473426	914.750641352543	842.60723778948	419.30849103912	313.432455051066	883.152675274268	497.245441693695	503.999846468857	1557.35733969729	285.989949583808	173.463306618879	350.139449845076	1277.08919487505	2522.31349178916	1125.12088940026	210.516386152311	521.888912896714	587.756743852763	674.394211606936	1200.44048289841	1027.87385150386	1920.67968867459	545.266722328398	939.193307551131	613.402090169245	1130.98548639628	467.765467188131	510.80026108593	582.492475617636	380.04302287438	571.585364069449	466.562690590891
"PWY-6269"	8899.48442394705	7548.35577465515	6749.97463739216	3960.17457900252	981.672262874414	4021.60254239683	3026.08503786528	6994.35618290593	1929.26272917754	7929.97203185227	2639.15381884531	2482.79484150362	2264.08331457064	4281.05614071708	2067.75121586939	3598.44958842906	1208.66008932654	6635.90788514958	2492.97601516875	1888.85809940745	4532.71658563389	4279.52786720783	723.640882776151	1440.22409271231	1612.60780013602	2817.43125736489	7596.8588773185	2340.50853539768	2262.71582671698	3644.06522711588	1896.35157979936	1377.55299175283	2736.10949997769	3710.9873002433	3346.44455622451	2530.85492078981	2907.6256504761	3112.2885032904	2351.24635292017	1789.5309383188	4358.62250018489	1911.10960105781	2522.97172522928	5527.05470784808	893.399114395094	527.510474619086	1781.1880297292	1796.51647269103	1927.87199598317	3487.69850884985	869.256735114096	3366.99057422779	3491.03909808657	4042.11199540511	5294.33408009519	3022.1139344286	6837.63236797918	6277.87536799412	3180.74547318083	4747.4188935991	7989.87056146539	1971.89527521416	1836.54856198094	3341.00835272401	1936.40501917515	2563.95152068124	2572.56034166887
"PWY-6277"	22121.6333970981	12708.8050552144	13623.5860986195	11018.4117714816	8134.87413320264	12762.1160008874	12373.6019301588	16568.0514691907	11910.7140140212	20986.9362759978	10608.1882834134	17686.9775342523	5244.66312608709	12124.0483647953	9148.35965381677	12876.6603704785	8316.29892531372	13944.8928540252	8378.89130696451	6679.87034226249	11610.6155352537	10035.7578830279	6156.63645287399	7151.31478284664	7355.94903561786	6932.22294952947	14263.8245698156	7983.47819778542	8989.4513594116	12043.2688890168	8148.95071930203	9308.25589044182	8189.07348763763	9844.28596078184	10164.9554670731	9848.93880308522	11164.2825272333	13896.3489869154	10947.8901297075	11832.5495541616	12328.0945530417	7683.38893334358	6707.16507642629	21999.1118607417	5505.3862522872	5466.4004229422	6176.3647497314	6252.13214639016	8100.92190190623	10717.5680305473	8290.33670656488	10201.4620771818	15197.2634749693	10404.3261325985	15785.7040506192	12424.8948526623	17305.2494989308	16715.5109119239	9328.7534949608	10624.3316514012	15371.4044342835	6220.23293855168	7920.72867178374	10862.692115242	8306.64582839729	8415.07978503537	8558.53410231963
"PWY-6282"	259.217990924762	0	17.9867108530615	69.6270401580748	0	139.961314396556	0	79.5735175223977	195.731209143091	397.732873750459	58.5982150568182	82.5564022792068	0	51.1699303399318	63.33378815849	185.740681421293	80.1899342379194	69.0908473505445	70.4418295384587	0	105.039711372713	0	52.2150821139045	10.4905102008427	80.1673316574584	25.1432959112904	78.646742464669	106.048424829781	64.811178172643	168.616133199722	79.6012416606933	86.5118429740292	0	39.5015941623383	22.4687657640305	218.454199629953	233.766846356223	118.417379596497	85.0596988205148	133.102365654047	85.7404850692424	71.299522771925	39.4628176388609	143.373130083045	17.9636502791164	209.94163386092	144.973448783065	97.9983697078509	100.828698732443	117.684464175635	327.039636642693	116.145996196083	33.5504424891014	99.2954824735143	257.979854667416	189.324491920826	2798.66931290886	2774.08652234989	106.389206424838	198.726939137655	187.659379443854	193.882478548836	170.003376314872	98.1087293220202	85.4955397164878	76.6814143859165	82.6121989074192
"PWY-6317"	20548.5058221782	12423.4822349129	12578.9987113196	9490.61662853745	7182.31825926771	12038.1953638397	10457.1605656458	15566.126136734	11475.2731503925	19122.3428089437	9293.02680654268	15665.0680305141	4925.24031323148	10543.9825621551	8006.53953654355	10074.3836077671	7075.08841025653	12930.8878229613	8288.50975999679	6658.56730866674	10935.034873609	8965.68788225886	5858.00999119602	7052.08571919654	7355.64615867673	6374.81325238752	14747.4059647365	9034.65632710786	8683.27792554011	11050.0246140406	7321.68293266896	9837.58128844988	8048.42377944757	8584.28697564247	9176.38640978564	9470.92131647569	10858.2117984221	11493.9067170699	9184.2503600319	10337.0772152415	12483.7955891043	7874.37822156166	6551.98104257781	18158.0010575126	5580.741443163	6516.66599736723	6347.85858728855	5555.46000730914	6609.35182730487	9262.08022357483	7091.48064914944	8637.55393861048	12768.8748510831	8796.01524738999	12716.4166214406	11586.8263533761	10229.3309668463	9926.492851107	9437.73146761946	9401.82619197975	14042.6218381346	5854.96582442555	7654.91643506518	8677.15340911272	6589.28916025247	8105.4826323028	7671.80373740435
"PWY-6338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6353"	10661.8703166684	1791.09119240838	1726.92935294273	3938.34571638244	1653.76855358937	3539.7838446371	3376.38317344706	6204.93798775592	2556.36718560726	5215.2376067494	1854.82754164036	2613.74986931492	1707.07177524388	5378.77947297519	2803.54261758075	4486.32712028374	2048.55338843721	1685.96823631489	1752.12590050592	953.195136868973	3934.31776160964	3916.15312011609	972.162369511111	1875.7203247637	2413.58010142854	827.936578583501	1645.13192118415	822.834924855854	3368.02881672723	3820.63355078307	2312.12460173495	2946.15791555885	4040.90383508247	2612.1403410067	2533.71624457153	3143.79579501491	3500.42764175057	3299.32996678245	2901.34604752014	2938.88539100775	4408.98397831825	2192.05835908207	2409.37764423609	10729.6659017299	1492.77417246711	1251.58814940839	2637.88782381891	1850.77364869059	2065.63725322888	3029.01534612902	58.9068750939338	3305.51112173073	3365.20364362627	3031.27328010702	4215.70941618102	5147.55650554485	9788.24313763091	9548.14224052756	2775.7339456415	3426.28938057597	5152.61356817539	706.1379446749	2817.87092082273	4756.70078761245	3465.65723761756	2437.60397980997	2523.19118764823
"PWY-6383"	0	0	0	0	0	30.9156404866811	0	0	0	7.49620201538139	13.4810837473021	127.743638379073	0	0	0	0	0	0	0	0	11.4808303777922	0	2.49926838251813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99910842963449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6385"	20780.7844534853	11836.8915312364	13418.6800576974	9475.73530523278	7369.52478349522	12384.3793933908	11089.1514132945	15299.6976943332	11541.3986194519	19669.8103153591	9567.91674189597	16524.0527390386	4892.81071085962	11099.2176694446	8855.78096421979	11025.6321862841	7498.23505140181	12470.3958773435	8666.53060140737	7042.80287602383	11104.573602681	8966.67494867659	6063.84360136812	7370.6172026571	7401.28746693134	6192.76241916412	13806.0872249073	8790.99144611833	8634.15668345785	10928.0996469235	7318.80451376694	9805.84344137815	7716.98404069907	8911.93430953321	9342.70793042296	9509.42805914941	10925.6517190809	12085.741779187	9667.39165766844	10504.9354926466	12703.1940083941	8180.63277669029	6435.95310761518	18777.8397890657	5682.78391066527	6339.26915462805	6102.68917888609	5945.33821337373	7652.04872017252	9516.9321269257	7319.02014061421	8772.90008299246	13196.4866498832	8935.16750805824	13557.9015139997	11907.9181972443	12936.8685332157	12316.2409189703	9654.01570600686	9452.22325568971	14266.3950464803	5579.84863524431	7953.25931752396	9043.8451586592	6930.69799867347	8336.69348288141	7985.98312552686
"PWY-6386"	20693.4272918875	12009.5483937419	13376.7287603336	9454.88580162633	7220.9478595918	12310.5985109453	10991.3998481173	15255.6205964589	11298.9611899365	19695.0152688829	9507.44775722954	16299.848328001	4923.99454844299	11064.0464921232	8711.31161600479	10983.515714769	7350.0874466876	12585.1823895382	8600.31495755598	6971.9550938821	11093.4532423024	9024.77549237997	5959.95650432054	7251.89260823437	7239.35802096529	6225.79957172287	13879.9812325515	8640.91024965249	8459.79621409896	10832.3041141693	7224.92756071177	9575.92447237043	7673.77183205141	8954.03985788652	9328.2143096414	9386.86500639404	10777.8910023924	12016.8651612373	9586.44797133349	10385.9373036103	12544.1186957344	8037.14963144084	6405.85187336522	18722.8301602109	5577.78251048979	6153.37139598494	6010.28623812177	5931.21617505675	7689.39013644301	9525.13110692379	7356.62034378233	8793.51225300476	13114.618932971	8992.48511791986	13578.7191168748	11725.8787079086	12729.2956523905	12156.9525143964	9623.23996228369	9548.3003386468	14459.1968775716	5646.84896099056	7815.57988245395	9030.64890343828	6892.22914046042	8259.39581856061	7940.91790504835
"PWY-6387"	21275.0456128048	11983.6171201124	13594.4712186226	9678.11588146746	7563.0847268217	12591.7040223283	11324.6563321334	15602.2987250606	11808.1519251856	19992.4191538754	9756.50729198353	16911.8935079162	4987.93962842368	11310.4014404422	9029.44885575522	11190.1515102675	7675.38099659874	12665.5900232366	8807.72994660023	7153.98117677815	11288.8528158608	9125.41761618105	6206.72093338971	7527.87414480691	7583.95048256543	6293.52656390382	14028.7472568494	8964.23494079545	8850.05007931225	11153.0319847222	7478.6808471771	10015.9515226218	7854.84498250987	9046.14911264142	9520.00738993456	9684.6862618989	11126.6563051113	12311.0170888924	9863.42253419909	10740.2196665964	12945.7911202239	8331.06109622287	6557.87082355024	19176.3943187408	5800.64485726724	6475.87317823856	6225.36054436828	6072.03164712824	7902.54160472599	9682.13049509875	7716.16723255951	8934.14338905863	13501.154055606	9081.25129416558	13797.4576735829	12149.1354513526	13281.8207635387	12655.7001958229	9810.39632931399	9635.09111259929	14467.066831677	5838.20069555976	8128.61633832582	9273.43654949211	7104.51490898071	8506.42441480245	8157.06594595138
"PWY-6396"	148.137851948894	0	120.063418932291	51.305627859885	23.9208199807009	782.033974812755	0	181.980168834721	23.930862685489	744.200476093294	635.400230654259	2030.89140805125	0	70.4130659156674	0	55.0093299571265	63.1767199357549	0	190.17158873831	138.619407147306	297.537614763147	0	47.5049800428216	31.7321237000481	51.3038424469208	65.690715119969	0	0	43.5657947006612	90.5416292596389	35.7420503349169	15.9458758061766	19.8198318642794	43.1183861340269	0	31.621943494304	43.3798898531426	39.6829356105345	0	582.522483650267	689.518511667235	488.540864366082	139.879686649472	186.669570153258	0	29.7600673435392	0	331.516233398103	228.419554309964	337.045501052382	0	322.827309084422	51.7055975787758	199.576317228749	333.137700058664	705.615881316734	0	0	0	27.5705214865516	66.0144571667594	0	461.772054693232	168.496758982094	108.850990609134	0	19.876467991699
"PWY-6397"	0	0	0	0	0	17.328442929633	0	0	0	4.17717303103069	7.31386463786194	70.8372821977066	0	0	0	0	0	0	0	0	6.47968040736797	0	1.42345906588045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13833092967549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6467"	4377.83	2060.25	5329.08	1995.73	1392.67	3392.41	2767.25	1536.05	2078.04	5019.22	2405.63	3100.13	1133.58	3735.8	3828.44	4301.75	2397.29	1374.63	2948.64	2571.66	2439.52	1491.42	1330.58	2128.83	1778.2	962.53	1066.9	1637.51	1603.1	2120.43	1281.1	2232.08	1186.09	2527.68	1928.66	2329.9	2719.95	3012.27	2594.58	2037.93	3139.19	2649.61	1170.44	5487.83	1667.25	1372.17	1028.25	2020.58	3153.2	2274.33	3398.27	2139.17	1626.35	2046.57	4042.87	2876.01	8915.82	8318.94	2780.18	2158.83	3204.33	1194.67	1837.2	1893.12	1598.02	2330.44	2463.52
"PWY-6470"	0	14.3658526361726	31.097333688852	0	0	2012.67715639343	0	0	0	1333.55110320749	1508.56168422029	4636.95456403499	0	0	0	0	0	0	0	0	775.293675951784	0	19.1352825683478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.211340625386	0	0	0	0	0	0	0	0	0	0	0	0	0	168.25028186107	186.549880252642	0	0	0	0	0	28.6901633359818	0	0	0
"PWY-6471"	14808.7499660318	5306.18891675546	8638.74406006246	6608.35804635636	6454.10063517867	8753.22865954741	9006.80918266555	8872.27187330659	9528.87011893208	13241.2560867706	7217.32931300775	13697.3403868561	2889.7427620013	7255.38699421426	6465.506823028	7198.11345500024	6044.54454748034	7955.4806060187	6165.87614279127	5055.64331268642	7049.1977035279	5357.27584688319	5241.23662666093	5898.23000610619	5775.82991178881	4232.72165566028	8932.52516433251	7325.74521313216	6829.65794106577	8612.06167908638	6167.88202291895	7489.26803019051	5789.80356212172	5591.56900926291	7056.74886652496	6261.33585349912	7082.90224453209	8658.14272484014	7006.13460576159	8838.47153232353	9076.70294123574	5896.66865384321	4245.08015094456	13430.5936572259	4624.55151849278	5164.138494314	4473.93314766388	3468.28661233489	4428.47389122728	6635.03077003655	3929.38439081517	6259.99721293121	11453.9187897318	6021.35693488455	9727.34975702622	9561.05378560307	5684.36878462229	5884.02965448216	6566.67435014678	5284.06831407482	5355.96754758556	3179.18600309819	6441.76665716486	6947.57158571325	5595.88530106915	6199.42117045154	5656.30217381978
