"PFF_Cecum_11"	"PFF_Cecum_12"	"PFF_Cecum_13"	"PFF_Cecum_14"	"PFF_Cecum_15"	"PFF_Cecum_16"	"PFF_Cecum_17"	"PFF_Cecum_18"	"PFF_Cecum_19"	"PFF_Cecum_1904"	"PFF_Cecum_1906"	"PFF_Cecum_1907"	"PFF_Cecum_1908"	"PFF_Cecum_1910"	"PFF_Cecum_1913"	"PFF_Cecum_1914"	"PFF_Cecum_1917"	"PFF_Cecum_1920"	"PFF_Cecum_1921"	"PFF_Cecum_1937"	"PFF_Cecum_1938"	"PFF_Cecum_1941"	"PFF_Cecum_1942"	"PFF_Cecum_1943"	"PFF_Cecum_1944"	"PFF_Cecum_1945"	"PFF_Cecum_21"	"PFF_Cecum_25"	"PFF_Cecum_27"	"PFF_Cecum_28"	"PFF_Cecum_30"	"PFF_Cecum_32"	"PFF_Cecum_35"	"PFF_Cecum_36"	"PFF_Cecum_37"	"PFF_Colon_11"	"PFF_Colon_12"	"PFF_Colon_13"	"PFF_Colon_14"	"PFF_Colon_15"	"PFF_Colon_16"	"PFF_Colon_17"	"PFF_Colon_18"	"PFF_Colon_19"	"PFF_Colon_1904"	"PFF_Colon_1906"	"PFF_Colon_1907"	"PFF_Colon_1908"	"PFF_Colon_1910"	"PFF_Colon_1913"	"PFF_Colon_1914"	"PFF_Colon_1917"	"PFF_Colon_1920"	"PFF_Colon_1921"	"PFF_Colon_1937"	"PFF_Colon_1938"	"PFF_Colon_1941"	"PFF_Colon_1942"	"PFF_Colon_1943"	"PFF_Colon_1944"	"PFF_Colon_1945"	"PFF_Colon_1946"	"PFF_Colon_21"	"PFF_Colon_25"	"PFF_Colon_27"	"PFF_Colon_28"	"PFF_Colon_30"	"PFF_Colon_32"	"PFF_Colon_35"	"PFF_Colon_36"	"PFF_Colon_37"
"DAPLYSINESYN-PWY"	17943.3954	20952.1512	16467.8268	23729.7651	21000.9926	18042.9628	36540.5474	57817.7398	12916.7228	15516.935	23630.3721	17234.7248	14638.6501	19702.1931	17181.2715	16548.7796	14146.5083	24565.1399	19649.5037	19000.1618	14947.083	16839.5654	13413.1846	13400.5736	16903.4423	15259.2949	24571.4468	17520.8972	29142.2237	27310.7276	19393.6299	14690.7426	18371.1002	22696.4626	24122.2465	12539.8122	26200.6523	10718.1353	10780.344	15376.3086	14913.6963	13080.8886	16137.4022	11079.1594	17367.8087	15484.276	9220.2405	11854.7742	14776.9202	6727.6277	9245.638	11585.9459	9120.5617	15669.1506	8431.6968	9159.3703	20150.5525	7506.6021	13313.4118	10284.0736	5686.5059	7619.5715	14821.2986	6294.0496	22351.2266	13783.5939	6306.7575	10348.5391	12392.9862	26041.7905	13740.6859
"DENITRIFICATION-PWY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DENOVOPURINE2-PWY"	13302.2804	12731.2804	10982.611	25453.4986	16009.5231	20522.8362	35213.6748	84103.4079	35562.026	18021.4889	18520.7119	15933.3056	17688.1221	16253.8991	23237.6711	15609.2974	11069.1258	21203.7193	18439.296	21156.5259	7791.5151	17582.5235	21967.7856	18030.0573	16152.6404	20914.3572	31873.1169	27543.2643	37040.4601	23525.7437	18156.3989	10420.1381	14664.0308	16681.5958	23732.4051	28401.0985	22751.1503	16553.214	32103.9796	14500.584	36942.9633	17275.567	31452.9808	26916.0932	29701.9059	17387.039	16174.2239	17300.7537	27265.9339	19867.2195	16861.8959	14138.972	17614.3963	16755.2638	16237.1798	11481.3209	28928.3863	22648.398	25258.8828	17541.7001	17324.3557	16184.2268	23638.0396	29371.2133	26154.5549	33631.5652	14550.5282	17386.8744	18133.8455	20381.0391	27522.1704
"DTDPRHAMSYN-PWY"	20802.8673	21558.0882	19326.0593	20863.9405	22664.3127	16966.9653	36456.3868	45421.5384	12622.7685	14623.1288	25362.7774	19061.3402	13420.0111	18758.0399	15949.0305	17337.5833	15648.1263	23764.2052	22664.7137	20147.2197	15807.9377	14077.3066	11948.5104	12480.2607	16898.2214	15243.9026	20339.4609	15126.6012	22833.4174	23845.228	18122.0824	14432.656	19084.1314	24246.9297	24222.5199	17913.6488	23688.2622	15722.939	11307.4088	18118.5179	14921.503	13422.9235	11950.5177	11514.4859	18329.3283	17490.3471	11793.6547	11378.312	17397.9901	6547.239	11579.0808	13731.8755	12299.3933	17162.7199	8384.7846	12355.2194	15793.7366	9022.545	13944.97	13205.1273	7763.5634	14090.8817	12188.4717	10452.2713	19060.9144	12543.5734	6599.4252	11365.8297	18962.7658	30533.2276	16417.5487
"ECASYN-PWY"	0	0	0	0	0	0	0	17.1148	0	0	0	0	0	0	0	2.4968	0	3.5601	0	0	0	0	0	0	1.6737	0	0	3.8799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.767	0	0	2.4984	0	0	0	0	4.6385	0	4.9356	11.6749	0	0	0	0	0	0	0	9.6101	0	9.2085	0	0	0	0	0	26.491	0
"ENTBACSYN-PWY"	0	0	0	0	0	0	0	36.5563	0	0	0	0	0	0	0	5.3308	0	7.6221	0	0	0	0	0	0	3.5718	0	0	8.3693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3684	0	0	0	0	0	0	0	9.9109	0	10.6574	25.0452	0	0	0	0	0	0	0	20.5268	0	19.7675	0	0	0	0	0	58.46	0
"FAO-PWY"	51.3247	0	0	0	72.8418	40.4582	0	20.5755	0	0	17.9928	0	0	0	18.9366	40.5956	8.9977	15.0418	0	44.7096	0	0	23.0539	0	3.715	36.433	0	4.7091	13.8711	0	0	18.6104	0	0	0	246.6945	0	0	0	130.1105	147.6603	0	17.3713	5.5366	0	12.5937	7.7094	0	0	0	69.0547	23.2307	10.4931	143.6149	52.3261	43.412	0	48.6351	16.4894	19.0223	21.0704	37.2563	0	15.5977	5.8611	10.4952	10.7898	44.6597	16.8785	71.2221	118.5304
"FASYN-ELONG-PWY"	18063.2838	14436.3913	15104.6161	26687.1395	19148.2743	21424.5746	36443.4355	82847.7609	35838.6931	18478.0508	22829.5444	18701.8167	18397.7541	16033.4807	24130.4744	18174.6779	14265.2084	20352.9877	20803.7156	21858.4802	11588.8094	17750.9833	22545.8938	18826.3016	18602.535	22466.5471	31885.9616	28677.3278	37664.175	23815.4653	19044.8018	12003.9644	16574.8924	16668.4805	26215.4882	30539.3583	23332.8862	19106.5515	32575.5603	17474.2952	37042.8526	17088.4957	30992.5638	27480.5982	30400.3157	20236.7215	17031.8738	17737.5608	27951.2232	19572.2494	18335.8363	15927.8739	16845.4349	17985.2184	16543.5886	12934.6925	28661.6929	23310.6213	26412.0347	19700.6706	17992.0252	18802.8561	23778.7317	30248.9491	27346.6093	33936.246	15079.3101	17901.4053	21119.5935	22784.1821	28833.2935
"FASYN-INITIAL-PWY"	258.4677	34.9721	188.8239	102.7872	121.6747	255.0514	411.6342	581.7074	153.841	191.9404	701.1589	912.9435	122.5224	105.7045	80.836	87.3078	181.7066	347.9787	236.9912	52.9388	273.4832	53.9131	93.7189	48.9224	63.9189	226.5861	92.8263	150.3531	122.7513	94.8327	106.7281	145.2958	180.4166	57.9309	92.8398	467.9691	39.9695	340.834	103.6627	68.8718	177.9063	118.5318	151.1501	79.8011	371.0539	609.2812	434.867	181.7683	263.2258	27.959	77.4468	118.0216	341.8058	312.327	12.4931	306.6503	70.8778	73.288	47.9376	124.5155	126.6947	119.6729	100.9228	237.3212	106.7632	112.6329	142.8827	147.2139	663.2914	253.9641	272.116
"FERMENTATION-PWY"	13580.0007	12008.098	12429.2853	16926.6763	17583.5825	13861.9426	25701.6876	34414.9797	12669.5382	11132.2135	18369.6407	14395.5691	12036.9126	9332.0328	15657.1695	13941.2872	11959.5081	12529.1493	15763.4334	15547.3504	10283.1779	9516.6013	13112.1971	12374.526	13095.3799	14841.1272	15320.3559	15430.4947	19082.8963	14591.8424	11916.4276	10430.893	14231.5978	11968.257	19677.7934	15515.6741	14908.4795	13069.5235	10781.1401	13721.7169	11480.5631	10773.2976	10449.3477	11146.8492	15727.3672	14808.2593	9457.7123	10686.1819	13249.3028	6222.1579	10329.3264	11760.4411	8883.2187	14333.331	9745.8483	8602.4695	13199.0029	8720.6156	15004.419	12383.0653	6116.7578	10941.3195	11729.2182	6755.5939	16562.6249	14182.7089	7031.7931	10134.099	14573.402	20065.6502	15667.1565
"FOLSYN-PWY"	12250.4902	9865.3686	13195.4742	13417.7667	15915.7883	13389.0312	23006.9292	38336.2585	11253.2171	8862.567	19999.9766	14594.5432	9604.4929	10986.7026	13597.4166	14574.475	10580.5139	12113.5727	14705.3845	14313.2582	8589.2649	8321.0371	11113.4634	10817.2733	13486.7373	11177.0468	15559.3609	11013.2069	17530.4258	16925.3272	12934.2095	9275.8015	13250.2332	15507.8748	16185.1283	14501.0121	9590.0349	12096.1375	8666.9662	13078.2792	8915.2619	9245.7606	10208.8705	9991.1972	10297.7968	13972.076	10006.7627	7850.8466	10954.2365	4815.2471	9890.872	9540.5835	6431.189	10480.0279	8078.6454	7350.2089	8988.2374	8423.92	12625.0166	11309.5456	5736.8032	11656.9742	9638.1374	8499.3471	13871.0768	10340.8338	5515.7021	9861.112	15638.7785	18344.9791	13171.9712
"FUC-RHAMCAT-PWY"	1947.2539	2101.2	2013.3497	1219.743	4023.4942	1752.9994	2760.7751	6366.5656	868.6782	800.1916	3042.7196	2129.114	766.1846	920.4324	1396.1346	1482.3394	1304.5858	2797.5944	1956.0353	2352.804	1129.6951	1813.8744	1147.7248	1062.2051	1773.0695	901.9298	2591.5521	966.5567	1453.9225	2999.8765	1091.9311	1515.9118	2101.8327	1871.0674	1218.672	1989.8493	2430.835	1509.9744	594.8097	2880.6197	1095.8202	1258.7481	1491.6866	968.1272	812.0466	2285.3608	1106.7641	867.6498	1061.9029	276.3467	823.8045	965.713	1018.4416	1457.7249	1188.2591	880.3214	2060.5795	886.5497	1646.0562	1731.7312	500.0888	1096.5353	1534.6844	676.3382	1229.1557	1262.3399	391.5999	1196.2477	2264.6331	2996.1683	896.2057
"FUCCAT-PWY"	1792.3438	2266.5209	2143.4218	1682.2102	4465.5106	1752.6008	2457.6895	5741.9264	756.7428	1086.0815	3805.4217	1655.0068	734.4215	1404.2085	1578.7347	1293.1541	980.487	2735.5542	1584.5316	2220.8885	1864.1353	1967.8772	1311.4709	1317.7831	2277.0696	791.1024	3056.6205	861.1404	1864.7615	3638.566	1505.6912	1785.2581	1658.3108	2292.5954	1177.057	1166.5094	2647.0213	1090.8908	745.6611	3191.2047	920.3281	1133.0312	1328.3508	841.0086	833.0186	2317.7888	766.64	759.8691	729.968	380.46	517.8876	635.6677	771.1186	1527.3289	1502.7898	813.3561	2059.0393	853.3817	1561.1331	1732.8378	355.729	612.1778	1548.0437	405.6869	1435.4791	1185.6172	326.5747	1010.7842	1330.661	3417.396	497.4439
"GALACT-GLUCUROCAT-PWY"	8770.6505	16661.6984	8077.9181	7250.8336	13820.8416	5068.8615	10294.0891	14974.996	5638.6756	4679.555	12142.2228	8210.7537	5281.6965	10844.3334	5617.0784	6067.5641	6840.6642	9260.6059	8276.7635	4580.5248	7636.0722	6199.6562	4816.1826	4506.5978	6583.3812	6536.8303	8820.6936	7058.8174	8447.9757	8144.7877	6370.8161	6582.5793	8703.9216	4743.3833	13451.0442	9501.5091	18018.9391	8661.766	6062.9487	10739.1849	5264.0509	4020.4277	3658.8628	5613.9973	7100.1416	8255.9437	5900.8997	4944.4294	6191.8487	2596.7571	5711.9336	6484.4942	3610.6083	6370.69	2397.1938	6461.3317	6442.1694	4820.7843	6262.0723	7102.0239	4247.4159	7840.8843	5274.6324	6033.3318	7163.6201	5009.8147	2952.3155	5680.1332	8886.4138	9564.9224	8482.0201
"GALACTARDEG-PWY"	125.7797	0	47.975	54.4753	85.2123	134.555	54.5569	434.1633	0	31.2356	149.1996	70.3823	0	0	0	1.997	0	85.4214	0	101.1737	163.1897	44.2768	0	20.1031	76.0227	0	198.8719	42.0548	151.1865	506.5365	159.9052	108.4118	214.0425	139.5509	69.2771	132.0227	26.4412	0	0	62.2323	123.1709	0	76.8111	29.1409	0	106.3977	12.727	0	0	0	3.6928	0	3.9129	81.4801	0	33.2774	0	0	0	39.9804	0	6.8536	86.3022	28.1662	80.6644	94.0318	25.1436	34.3135	64.594	135.1518	0
"GALACTUROCAT-PWY"	12518.7926	18579.9935	11003.4072	10347.8628	16686.897	6720.7007	13649.8798	21796.1856	6353.8773	6611.3586	15947.8345	10348.9196	6682.6394	12279.4784	7446.8966	8048.8191	8872.738	11651.0475	10551.7904	6960.212	10353.3325	7862.1326	5970.7339	5704.8736	9343.6386	8517.2081	11515.0049	9120.5968	11692.8415	10884.6757	8474.0251	9098.5194	11286.7123	7779.6786	16603.9667	10544.8966	20217.4931	9516.1206	6809.2014	13368.3695	6042.846	4466.4872	5457.8856	6274.2673	8818.7437	11114.1074	6332.9836	5822.3386	6937.5396	2947.8877	6496.2983	7518.4524	3788.4854	8536.4036	2912.3604	7227.2382	8546.345	5264.7161	7206.8174	8152.1267	4696.9318	8577.8701	7150.3406	6277.8926	10098.4058	6221.7721	3637.4618	7233.9002	9904.0783	16097.3546	9860.5544
"GLCMANNANAUT-PWY"	18268.6446	24424.7936	14918.7544	29193.9864	19878.6928	22173.6601	41976.758	88934.323	36762.826	18965.9684	19799.5691	17306.976	18918.1616	21743.4222	23343.6993	14835.8101	13788.0002	25733.2961	20535.4864	25596.0435	13145.8504	20266.959	22060.0605	18327.3624	16692.8398	21666.8312	34705.9132	29582.3935	38684.0329	28429.2657	22384.6885	14632.9744	20425.2673	21555.1975	29002.8001	29109.4271	32011.3874	17357.8268	34290.9132	15474.0918	38402.715	18448.8441	33397.1192	27904.4025	29443.626	17176.3375	16308.3099	18334.3102	28179.519	20362.629	16433.9928	15459.5377	18476.2214	17022.9084	16837.7626	11202.2471	31564.1301	23630.6121	26473.7901	17599.9208	18451.9309	14394.6896	25185.9919	31413.3152	27767.7152	34801.6021	15025.4539	17635.7675	18035.0311	25593.0711	28809.1616
"GLUCARDEG-PWY"	247.7535	134.8039	264.9319	215.1796	216.9945	134.555	371.1149	762.1296	0	105.0407	754.9896	183.9528	0	0	98.549	241.7242	306.7082	354.0444	0	211.1819	549.9851	123.572	0	20.1031	181.8719	448.872	288.9835	73.0903	324.7372	506.5365	260.1403	214.6548	273.4536	608.5667	338.549	132.0227	26.4412	42.4986	0	138.2218	123.1709	0	165.9168	29.1409	79.7328	364.6275	32.3062	0	0	0	117.8093	218.0782	3.9129	81.4801	0	79.9578	0	0	57.4132	76.5546	153.3011	6.8536	135.5016	28.1662	189.6222	94.0318	40.1975	92.8385	76.4674	503.1811	0
"GLUCARGALACTSUPER-PWY"	125.7797	0	47.975	54.4753	85.2123	134.555	54.5569	434.1633	0	31.2356	149.1996	70.3823	0	0	0	1.997	0	85.4214	0	101.1737	163.1897	44.2768	0	20.1031	76.0227	0	198.8719	42.0548	151.1865	506.5365	159.9052	108.4118	214.0425	139.5509	69.2771	132.0227	26.4412	0	0	62.2323	123.1709	0	76.8111	29.1409	0	106.3977	12.727	0	0	0	3.6928	0	3.9129	81.4801	0	33.2774	0	0	0	39.9804	0	6.8536	86.3022	28.1662	80.6644	94.0318	25.1436	34.3135	64.594	135.1518	0
"GLUCONEO-PWY"	23749.8875	21512.1953	20851.6439	28661.6457	24361.1172	22300.0697	44394.2357	72425.532	31021.1338	19451.149	28748.4252	21383.7899	19213.6701	19201.8006	23547.6048	20355.1684	17885.1724	25303.2336	25399.9216	25012.8186	17109.6802	18311.0404	20852.8021	18384.7699	20743.7191	22132.5284	30299.9122	27384.0842	35545.4492	27183.9846	21488.1967	16416.675	21873.8003	27131.8471	30090.8089	28089.6934	27007.8838	18415.5503	28622.0104	19580.2145	31785.3095	18574.8161	24131.6537	24893.9456	29379.9165	21214.3517	16672.3974	17907.3834	26440.157	16580.9749	17266.9803	17593.0597	17315.6474	20898.8786	15217.4877	13304.2708	26345.1599	20805.5538	24814.3834	18613.8385	16242.138	16742.1703	21678.1757	26785.2781	27857.8405	28554.3998	13502.8977	18001.5964	20604.236	31382.8524	27162.8173
"GLUCOSE1PMETAB-PWY"	3.3398	8.6585	94.4573	22.6518	2106.4044	83.1962	1065.1965	450.5505	31.9846	0	190.7388	429.2917	14.6548	0	343.0497	58.5826	25.9815	292.1253	174.7355	1224.4756	241.6963	73.2154	708.5937	375.1491	572.7183	89.1683	2.6599	9.1386	15.3371	16.6559	4.6596	19.9912	38.627	29.9858	7.3391	26.6474	29.3262	270.6532	44.6265	1839.5011	272.2422	822.955	130.6534	29.9825	0	585.7715	295.4767	33.3102	11.9974	7.9983	101.424	93.7479	274.0128	353.7319	1764.7842	438.9407	207.9389	802.0036	1319.801	1579.2917	136.7663	276.7187	0	30.7425	5.9994	29.988	3.3396	19.9924	182.5274	133.8037	59.2749
"GLUCUROCAT-PWY"	8294.2473	17121.4661	7673.4991	6869.2193	13860.2191	4943.4353	10238.6271	14461.8151	5673.5442	4461.6803	11705.824	8015.226	5118.0732	11190.9394	5441.9564	5916.4528	6694.0386	9471.324	8158.0163	4328.8145	7359.0559	6276.4946	4708.4043	4401.7626	6176.588	6325.1925	8645.3155	6729.503	8146.0206	8170.3875	6304.6803	6397.2725	8585.3028	4604.7885	13158.7227	9708.7468	18416.6981	8730.1064	6068.6182	10527.1167	5421.6628	4370.6002	3470.8594	5649.7791	7086.0585	7811.2625	6062.3203	4938.4892	6417.4339	2652.2571	5813.2508	6612.5627	4125.4217	6185.8108	2387.9022	6627.7228	6295.4162	4861.6219	6289.2729	7068.2978	4254.3622	7967.0631	5013.2757	6140.8521	6819.4549	4975.6536	2917.9735	5593.1659	9092.5172	9086.8556	8402.5826
"GLUTORN-PWY"	17796.4377	20043.3103	16628.2608	17561.0947	20441.8089	13426.7213	29363.955	34293.5845	7408.889	10618.7702	21931.8704	14796.0728	10098.9137	14355.2686	12576.2411	15124.4971	11747.6751	17259.0414	16052.095	16777.2205	13917.4808	11442.556	9029.828	10036.4592	15683.2386	10753.2314	14873.0221	10337.495	19443.0146	21578.2088	16784.9579	12062.7677	15501.1454	17552.8094	20269.7477	11645.4303	20744.5194	9832.6017	6930.5641	15228.1693	7531.9473	8864.9654	8032.2485	7140.3543	10049.7917	12864.0697	6590.1875	7293.4142	7290.0708	3560.0879	7707.4455	8207.8911	4715.3774	13386.3076	6323.5385	7976.6235	11512.9666	5900.0532	9441.0163	9343.799	4915.0551	10263.306	8267.3961	7152.2734	16075.5269	6976.9127	4105.2633	6813.6559	12437.6727	17872.0503	9906.3024
"GLYCOCAT-PWY"	27123.0735	29266.3168	25085.3461	30575.6375	28638.6133	22988.5773	47094.7312	69688.394	19818.2257	19449.4924	33572.1421	23118.3652	18636.0203	23600.7558	22182.1012	22691.4893	18655.4915	28724.6177	25191.7181	26392.1397	20840.0658	20193.5865	17852.3108	17467.8584	23139.7998	20181.8054	31094.7549	23563.5023	35601.4063	34594.1881	26142.7501	19369.4535	24508.2846	27930.9418	32054.3109	22237.2996	33016.7189	17603.2647	18370.6861	21803.8102	20990.0422	16474.8248	19418.6174	17408.5335	23397.8539	21627.4032	14237.6202	15331.5808	17668.3313	10655.8631	14496.4966	15713.7226	11543.3629	21279.8531	12068.1331	14298.7379	24088.0936	14251.8082	20117.9854	16959.2731	10983.3801	13817.5813	19080.4326	16104.5395	28326.491	19149.4066	9525.5451	14884.7887	19992.4364	32408.4062	20787.4259
"GLYCOGENSYNTH-PWY"	26505.7856	28757.6119	23663.2078	34017.7272	26877.3693	25682.2621	51235.785	92311.2658	36045.8222	23348.6888	31455.5613	23263.2253	21885.5846	24310.8242	26934.7997	23463.0664	18692.77	30366.4171	25387.091	28886.5958	18867.1153	23462.8076	23502.2539	20932.5559	23364.9352	24099.0623	37764.0549	31008.0041	44401.8574	36236.0627	27776.7096	19449.1474	25692.8765	30378.3174	33879.1554	29188.4619	35333.1338	18938.8362	32430.2308	20958.8227	37088.3646	20379.5106	32385.3329	27890.8144	33481.4924	21873.1705	17367.5979	19622.8876	25474.3161	19875.6853	18566.3641	17443.5862	16639.2319	21986.8336	16463.7285	13355.631	32621.2732	22509.4945	26586.7624	19104.22	17408.3283	15436.2937	25885.2792	28944.8452	33342.7273	34316.2606	15123.2659	19410.4709	21259.3201	36870.4904	28429.3165
"GLYCOL-GLYOXDEG-PWY"	625.3895	192.059	397.3951	180.29	770.0517	626.4378	792.2927	2649.3593	260.5413	133.2939	1204.8914	620.5321	496.2241	259.3807	485.9648	530.5247	545.724	228.9052	758.5396	204.8571	0	278.8893	313.6889	182.0072	430.7285	414.5759	141.5628	196.381	307.0875	170.8103	150.147	293.7575	411.7015	398.6033	729.5416	391.0605	47.769	122.3774	88.7269	616.8416	188.4723	150.2382	550.0295	168.0317	222.2683	489.808	393.5671	419.2451	51.774	92.2847	241.3584	293.726	7.9898	327.6199	78.5957	49.3578	152.0519	305.2164	422.7061	238.8729	53.5923	271.2182	105.9432	77.1478	95.8199	111.9915	94.8377	170.616	191.8313	327.7397	578.0676
"GLYCOLYSIS"	24030.8652	23176.3125	20562.4179	33075.7647	25128.7664	25978.209	53063.3596	85276.2192	28454.7952	22786.2582	30085.9532	24434.8931	21485.9133	26031.6742	26491.0453	23151.593	19979.8781	32792.3619	28845.1106	29413.644	17122.6422	22229.2834	22047.4713	20712.9236	23619.1748	23896.7625	34796.6356	27826.9909	41011.6328	33929.9836	26547.9295	17935.5761	24777.5441	28481.3449	34583.8264	28159.9365	33452.1494	20058.9605	25591.9977	21275.8992	31173.2736	20583.3022	26541.6134	23485.0711	31205.1125	23566.9299	17767.4092	18776.1045	25228.5491	15682.5004	18256.5617	19100.4713	16535.1563	23777.636	15189.7179	14891.4222	28934.6962	19109.2482	24762.9852	19884.5486	15026.0578	18035.0001	22811.6082	22911.2399	31440.8625	27211.1736	13156.5107	18550.6987	23743.4888	32788.6543	27338.4627
"GLYCOLYSIS-E-D"	10622.2607	11578.0157	11834.0736	15924.73	15800.0745	16297.8261	16027.158	45706.7953	6002.1787	10289.7331	17671.5362	16171.678	12014.0647	4610.5438	17489.1512	15354.3881	8578.0977	8472.2134	10882.3159	5238.0912	3517.3785	8271.843	14160.9709	14157.9013	15934.7424	14017.9674	12469.5142	7452.4944	22758.9588	18886.4333	15690.6373	9582.2909	8582.7377	16555.2957	18531.1198	4461.1022	12000.5625	3043.0355	2571.9408	11341.9081	1466.812	4219.6219	9999.1209	4066.6393	8255.7383	9600.2415	11712.1667	7437.6651	1900.4928	2902.2272	4424.9232	5428.3116	1887.322	10184.2187	1137.2636	2106.6781	7210.743	8122.3689	10247.5642	4475.6482	1376.8151	4786.831	6311.8021	2234.6846	14953.7267	2319.3752	2338.1012	3529.8776	5614.5939	18662.0685	9610.8152
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	22.4037	0	0	0	0	0	0	61.5627	0	0	0	0	0	0	0	8.9923	0	12.778	0	0	0	0	0	0	6.0267	88.8949	0	14.0576	93.6677	0	0	0	0	0	0	35.5276	0	0	0	0	43.4726	0	45.7634	35.145	0	0	0	0	0	0	16.5993	26.6591	14.3395	487.2911	0	0	0	0	0	0	41.1238	34.2059	0	31.7063	49.1442	0	26.2437	0	0	98.0079	31.2907
"GLYOXYLATE-BYPASS"	876.0207	786.5908	1296.77	1467.0085	1580.36	2200.5531	960.5016	4378.8056	332.1093	884.892	1966.8955	2305.7113	1253.76	265.8091	2393.1471	2635.5275	646.8531	234.2191	837.8491	217.7667	0	357.3753	1696.0251	2137.1233	2798.4941	1467.772	855.9224	445.4593	2260.5419	2066.2856	1957.0314	965.7057	557.5462	3378.5446	1831.7733	431.2104	527.4569	133.1029	107.0581	971.2703	228.1041	160.0153	731.8477	208.6446	460.4914	575.7883	1356.0236	553.3884	51.8128	156.5419	294.7057	313.5191	7.9923	356.746	83.3837	57.7829	162.3432	661.418	790.8041	287.4159	63.4784	325.6869	358.0779	82.1318	1274.8461	126.9437	133.8156	237.4811	198.425	1975.2664	774.3932
"GOLPDLCAT-PWY"	273.5835	0	101.4368	118.8557	0	282.8071	1468.0771	1467.7673	95.4377	94.8057	92.8569	338.8341	490.6653	2283.545	45.6883	15.9662	711.9061	2642.6427	1781.4228	268.2493	135.5293	468.8606	31.8463	43.6372	213.4429	0	772.8211	95.1431	377.9841	1626.0719	434.0163	466.9979	606.7192	1154.721	358.5268	363.3174	55.7891	65.213	47.5995	47.4775	253.495	801.5699	362.2701	121.5446	127.9393	137.6333	295.3764	688.9531	3923.301	41.2421	0	1048.3735	2322.6967	1243.9065	0	139.7305	818.4163	49.1165	0	55.2195	0	41.4167	386.8456	77.2632	169.104	284.2776	112.116	256.5482	370.0284	953.1102	340.0604
"HCAMHPDEG-PWY"	0	0	0	0	0	0	0	7.4836	0	0	0	0	0	0	0	1.0909	0	1.56	0	0	0	0	0	0	0.7309	0	0	1.7127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6073	0	0	0	0	0	0	0	2.0291	0	2.1818	6.9591	0	0	0	0	0	0	0	4.2109	0	4.0473	0	0	0	0	0	0	0
"HEME-BIOSYNTHESIS-II"	616.3097	145.2221	90.2862	61.7829	447.4092	193.1858	342.3953	985.6538	231.4398	35.8703	524.5948	25.9166	15.9747	43.825	192.4941	294.798	322.9963	283.8375	607.3305	1022.5842	43.4162	0	75.4082	69.4652	344.7697	63.6287	89.6336	49.7997	88.1569	195.9191	198.3975	69.2162	408.792	23.917	233.9899	1011.1437	132.8707	156.3215	63.5069	606.1393	349.8149	200.105	225.4753	240.639	85.2929	1045.7385	71.2611	29.8974	139.8275	13.9612	378.1288	380.2356	88.1354	2677.5653	548.2858	27.8668	126.6726	90.2456	424.278	483.9294	45.5911	339.988	63.6887	84.5821	140.1618	266.2448	105.5746	51.6751	1685.9491	143.6332	310.2335
"HEMESYN2-PWY"	3496.1891	4282.1293	2612.9077	10609.4703	2738.8299	8110.1826	7275.0431	25759.3326	4101.9192	5722.4028	4902.9799	4795.6511	5701.742	6612.5649	5925.8577	4747.2236	3327.5567	8133.3131	5274.2446	7486.2245	1730.3649	6029.9307	5015.627	5051.351	5322.7906	6090.465	12175.3224	6436.2956	12566.4891	10253.5699	6865.3275	3466.9364	5175.5561	3679.3577	8545.644	6923.4413	9638.0665	3829.9638	4002.3063	3047.7248	9047.983	1862.9255	5658.5998	4021.7853	5418.7715	6252.1062	3705.2953	4663.6741	4591.4295	2454.1827	3381.5724	4336.0782	2139.5721	7149.2596	2945.8859	3571.9231	6341.0729	2327.9601	3308.0429	4307.426	2530.4317	3380.5101	6798.0777	2494.2555	8447.2122	6123.6978	2351.4471	4409.757	5945.6091	4747.8336	5509.675
"HEXITOLDEGSUPER-PWY"	1902.5392	1025.051	1615.0469	2476.9787	881.3715	2908.6721	1534.7138	12884.9662	1845.3595	1775.0382	2589.4777	1218.9328	1453.8968	836.4159	3848.1001	2075.5624	969.1727	1764.8452	729.4863	1874.6901	1105.1787	516.4192	150.8426	2736.2857	3478.9492	692.1938	4386.0822	1334.4342	4202.7526	8972.8912	3758.0115	3982.4457	3461.5495	6689.1189	468.8755	1949.743	1235.501	317.8492	337.3801	958.0657	1204.2621	156.3364	2797.9669	1983.8071	1008.4278	1400.77	565.7749	1059.4181	518.2295	910.1218	880.8446	638.7614	376.0198	1290.6973	50.7073	230.5337	341.8262	134.5975	1065.947	1020.7687	164.2129	232.0124	2231.7937	482.1628	2142.9914	1547.9099	975.0898	1730.8334	2213.083	5797.6018	201.2185
